id,名称,地址,电话,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,投影X,投影Y,类型代码,类型名称,省份,城市,区域,营业时间,评分
B0L3RGNM9Q,重庆市九龙坡区人民医院B区住院大楼,筑梦大道与南北大道交叉口南220米,[],106.518084,29.489682,106.50018,29.48268264,437970.8635,3261635.108,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B0LRYAUN1Q,九龙坡区人民医院-住院部(一区二区),九龙街道上游村1号,023-68962816,106.518112,29.489652,106.5002081,29.48265273,437973.5696,3261631.779,90100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[]
B0J0YC84WZ,鑫斛大药房(融汇半岛店),融汇大道5号11幢附37号,023-66450964,106.518429,29.473099,106.5005312,29.46610485,437994.8241,3259798.054,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,巴南区,,[]
B001786TWV,融汇半岛五园湾,李家沱融汇大道5号(长江大桥南桥头),023-62595598,106.518445,29.47314,106.5005472,29.46614588,437996.4043,3259802.592,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0L1RHAZIX,九龙坡区人民医院急救部,九龙坡区上游村1号,[],106.518419,29.488421,106.5005165,29.48142293,438002.7178,3261495.348,90100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[]
B0K6XH08LS,D10·天际玲珑台,杨家坪正街51号,[],106.518429,29.501748,106.5005224,29.49474633,438011.4057,3262971.62,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0JU6HZJT8,重庆·黑珍珠,杨家坪正街4号,18996121272,106.518461,29.503055,106.5005541,29.49605305,438015.2746,3263116.392,61202,购物服务;专卖店;珠宝首饰工艺品,重庆市,重庆市,九龙坡区,,[]
B0L21CU9FL,九龙坡区人民医院-住院部(2区3区),上游村1号,[],106.518566,29.489285,106.5006637,29.48228712,438017.516,3261591.025,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B001786S3M,艾佳天泰,团结路50号(杨家坪地铁站4号口步行230米),[],106.518468,29.510024,106.500559,29.50302007,438019.9911,3263888.358,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0I601BG2R,融智中心,直港大道与兴胜路交叉口东南40米,[],106.518496,29.509512,106.5005873,29.5025083,438022.4174,3263831.637,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LDU6ACKO,新华春天-西区,西子路与高进路交叉口西北160米,[],106.518623,29.497881,106.5007182,29.49088095,438028.0347,3262543.219,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFH5QZQJ,融汇江山E区,融汇五园海支路,[],106.518776,29.475332,106.5008786,29.46833828,438029.8719,3260045.34,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFG0OSW0,华润广场B座,谢家湾正街53号,[],106.518713,29.51466,106.5008034,29.50765541,438046.5004,3264401.839,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,3.4
B0FFMCAHL5,熙恩大药房(融汇江山E区店),融汇半岛江山D西北门西130米,[],106.519077,29.474098,106.501181,29.46710544,438058.4395,3259908.576,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,巴南区,,[]
B0FFGMMTZC,华润广场,谢家湾正街49号,15823161402,106.518873,29.514607,106.5009639,29.50760287,438062.0284,3264395.933,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,4.7
B0FFKLEELQ,谊品生鲜(融汇半岛五园湾B区店),李家沱融汇大道5号附46、47、48、50号,15523215198;4008085898,106.519179,29.473348,106.5012836,29.46635591,438067.9287,3259825.472,60703,购物服务;综合市场;农副产品市场,重庆市,重庆市,巴南区,,4.1
B0FFJO63VD,融汇半岛五园湾B区,融汇大道5号,[],106.519185,29.47243,106.5012899,29.46543815,438067.9819,3259723.778,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B001786TTP,融汇半岛东区,李家沱融汇大道1号(重庆理工大学地铁站2D口步行90米),[],106.519384,29.465531,106.5014916,29.45854137,438083.3563,3258959.489,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0KGLC0UW1,九龙智荟大厦,西子路新华春天A6栋,[],106.519211,29.49811,106.5013081,29.49111155,438085.3544,3262568.457,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0HRPZ3DI1,百果园(重庆融汇半岛店),李家沱街道融汇大道66号附22号,13308397538,106.519377,29.473899,106.501482,29.46690734,438087.5084,3259886.466,60704,购物服务;综合市场;果品市场,重庆市,重庆市,巴南区,,3.8
B0G1D1I3JW,融汇半岛东区2期,融汇大道与汇南二路交叉口东北约200米,[],106.519434,29.466491,106.5015415,29.45950128,438088.775,3259065.823,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFKI4DS5,味谷客秀生活超市(新华春天店),杨家坪西子路新华春天A6栋,18083021608;19112769854,106.519284,29.498176,106.5013813,29.49117774,438092.4923,3262575.752,60400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.8
B0J32AAQZH,德雅口腔(巴南店),峡谷路440号,13594075242;18725870775,106.519436,29.473609,106.5015413,29.46661757,438093.0804,3259854.328,90202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[]
B0FFL1UXP2,鑫垚大药房中药馆,峡谷路467号,[],106.519489,29.474485,106.5015942,29.46749351,438098.7421,3259951.356,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,巴南区,,[]
B0FFKZ3V5N,药芝林大药房,新华春天东北门旁,[],106.519377,29.498088,106.5014746,29.49109003,438101.4862,3262565.983,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0K6AHPBPC,重庆热诚玻璃门窗不锈钢有限公司,新华苑六村33号附28号,023-68425963;18325002901,106.519389,29.501669,106.5014856,29.49467007,438104.7235,3262962.657,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.5
B0017822XE,皓林新华苑,新华六村33幢,[],106.519422,29.502015,106.5015186,29.49501606,438108.1328,3263000.977,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178TWYD,跃华直港小区,直港大道2号,[],106.519486,29.509188,106.5015806,29.5021872,438118.5037,3263795.529,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFFZJ3EB,陈琳口腔,新华六村33号附12号,13640569886,106.519641,29.502255,106.5017382,29.49525661,438129.5698,3263027.514,90202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[]
B0L1RHBTE4,九龙坡区人民医院发热门诊,九龙坡人民医院新院区内,[],106.519729,29.488101,106.5018308,29.48110672,438129.9514,3261459.612,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B0FFKS9ZSN,芙蓉兴盛便利超市·奕格(西子路店),杨家坪新华7村202号附74号,18580128535,106.519731,29.49777,106.5018299,29.49077312,438135.7311,3262530.679,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9
B00178XA3G,融汇江山,巴滨路融汇半岛段,[],106.519933,29.474447,106.5020397,29.46745677,438141.9117,3259947.048,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0I6ZC5IIE,重庆渝人堂诊所管理连锁有限公司九龙坡区新华诊所,新华七村202号附75号,[],106.519814,29.497737,106.5019132,29.49074036,438143.7843,3262527.005,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0FFGG6MP6,新华春天,西子路202号,[],106.519851,29.498256,106.5019501,29.49125932,438147.6826,3262584.488,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0J3ZUXSRA,条马批发部(星河港都店),直港大道a1号,[],106.519889,29.509604,106.5019848,29.50260421,438157.9339,3263841.521,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.8
B0LU6LKUNK,中迪广场写字楼,直港大道与杨家坪横街交叉口东北100米,[],106.520011,29.510009,106.502107,29.50300944,438170.0316,3263886.356,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFL7S9HL,半岛.陶乐街,李家沱街道汇南二路39一87号一楼公区面积,15683381140,106.520656,29.464267,106.5027681,29.45728124,438206.3758,3258819.186,61000,购物服务;特色商业街;特色商业街,重庆市,重庆市,巴南区,,4.2
B0LDH5LOHD,新华春天-东区,九凤大道与九凤支路交叉口西北140米,[],106.520614,29.4986,106.5027155,29.49160537,438222.0863,3262622.425,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFGG557C,融汇江山D区,[],[],106.520873,29.473616,106.502983,29.46662861,438232.8732,3259854.785,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0017822QJ,斌鑫·丰泽园,杨家坪直港大道,023-89809700,106.52066,29.509738,106.5027582,29.50274034,438232.9861,3263856.193,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFK4J7VL,融汇半岛C公馆,巴滨路融汇半岛段(融汇半岛旁),[],106.520964,29.471797,106.5030748,29.46481031,438240.6775,3259653.264,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFH5QZQT,斌鑫·新华苑1期,天宝路10号,[],106.520828,29.507212,106.5029275,29.50021554,438247.8657,3263576.347,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFHG0YSS,鑫斛大药房(直港大道店),杨家坪直港大道10-2,023-68046587;13114090998,106.52086,29.509003,106.5029591,29.50200611,438252.0107,3263774.732,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0L1MKFVQ9,新华春天B区,九凤大道与九凤支路交叉口西北120米,[],106.521213,29.498917,106.5033163,29.49192396,438280.5236,3262657.407,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178UCFO,直港大道小区,直港大道与天宝路交叉口西南60米,[],106.521227,29.508825,106.5033273,29.50182919,438287.5962,3263754.933,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFJ2N387,融汇江山5D商业街,巴滨路与峡谷路交叉口东南120米,[],106.521449,29.474577,106.5035605,29.46759098,438289.4577,3259961.113,61000,购物服务;特色商业街;特色商业街,重庆市,重庆市,巴南区,,3.6
B0017822XF,斌鑫·新华苑,天宝路12号,[],106.521311,29.506774,106.5034122,29.49977901,438294.5824,3263527.722,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFIGP7IE,一心堂大健康药店(杨家坪店),杨家坪直港大道天宝新城商住楼A栋3-1-1号,023-68171949;023-68527970;13102354073,106.521438,29.508871,106.503539,29.50187576,438308.1409,3263759.981,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0017029E1,韩安俊诊所,直港大道12号附4号,13110258035,106.521537,29.508846,106.5036383,29.50185105,438317.7535,3263757.19,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0FFH2LK4D,龙江支路小区,龙江支路与高进路辅路交叉口西北160米,[],106.521813,29.495965,106.5039192,29.48897444,438337.175,3262330.272,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178X6D0,庆翔·正雅阁,滩子口龙江支路42号,[],106.52189,29.495638,106.5039965,29.48864774,438344.4754,3262294.032,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0GRR5L8EZ,郑如刚中医诊所,杨家坪直港大道18号附67号,[],106.521852,29.507374,106.5039548,29.50038035,438347.537,3263594.064,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0FFF2SB7R,斌鑫·新华苑2期,天宝路12号,[],106.521934,29.506151,106.5040374,29.49915793,438354.8067,3263458.572,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0J1MUULTR,直港大道二店诊所,直港大道11号,[],106.522078,29.509269,106.5041809,29.50227543,438370.6048,3263803.925,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0017822XH,金都香榭,直港大道18号,[],106.522563,29.507941,106.5046679,29.50094916,438417.0024,3263656.712,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFKC2RJM,天宝商住楼,直港大道11号,[],106.522613,29.509247,106.5047176,29.50225492,438422.6157,3263801.368,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFH2WXTH,公安大楼,天宝路88号,[],106.522652,29.506624,106.5047576,29.49963278,438424.8995,3263510.806,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LR0OPKAQ,五洲世纪文化创意中心-办公大楼,九凤支路与九凤大道交叉口东100米,[],106.522775,29.497925,106.5048836,29.49093657,438431.8591,3262547.171,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0K0KUD3XK,小天才电话手表(九龙坡区滩子口五洲书店一楼),西子路202号五洲书店一楼树根AI学习硬件,[],106.522833,29.497949,106.5049418,29.49096073,438437.5134,3262549.817,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.5
B0FFF5NULI,民主三村,九龙坡杨家坪直港大道中段,[],106.522862,29.510115,106.5049672,29.50312336,438447.3274,3263897.462,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0GRVZT9A7,五洲书店,滩子口118号五洲世纪中心,023-68856868,106.523093,29.498654,106.5052024,29.49166625,438463.2034,3262627.853,61205,购物服务;专卖店;书店,重庆市,重庆市,九龙坡区,,4.6
B0L66DKT9I,小米之家(九龙坡区五洲书店专卖店),杨家坪街道五洲书店,023-68603706,106.523093,29.498654,106.5052024,29.49166625,438463.2034,3262627.853,60305,购物服务;家电电子卖场;手机销售,重庆市,重庆市,九龙坡区,,3.8
B0FFHX5904,瑞派24h名望志远动物医院(直港大道分院),直港大道18号1栋1-12号,023-68420537,106.523081,29.508795,106.5051873,29.50180434,438467.8639,3263751.195,90701,医疗保健服务;动物医疗场所;宠物诊所,重庆市,重庆市,九龙坡区,,4.4
B0FFHD9QOZ,桔色成人(旗舰店),直港大道13号附9号,18680805530,106.523082,29.509049,106.5051882,29.50205827,438468.1071,3263779.33,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,九龙坡区,,[]
B00170I3M8,和平药房(直港二店),直港大道13号附7号,023-68402687;023-68407297,106.523109,29.509067,106.5052153,29.50207634,438470.7429,3263781.318,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B001797G38,彬华批发超市(福星·颐美华庭店),天兴路49号附11号,15723205879,106.523245,29.50164,106.505354,29.49465184,438479.7005,3262958.585,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.1
B0L2OAVRQP,徐满仓超市,滩子口118号五洲书店LG层(滩子口地铁站2A口步行380米),[],106.523292,29.499034,106.5054019,29.49204669,438482.7742,3262669.902,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.4
B0FFJUFXRW,琳港养生保健按摩店,直港大道18号附29号,13752843658,106.523241,29.508617,106.5053478,29.50162684,438483.3199,3263731.441,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,九龙坡区,,[]
B0LD1PDSMR,艾昇堂,南北大道辅路与直港大道交叉口西南20米,[],106.523275,29.508625,106.5053819,29.50163493,438486.6306,3263732.32,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B0J3MZ4FHO,上寿颐年居家养老服务站,直港大道18号附38号,023-68607879;15320370790,106.523361,29.507991,106.5054684,29.50100135,438494.6289,3263662.071,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,九龙坡区,,4.2
B0HDUHJJ18,海纳九龙,龙江支路51号,[],106.523511,29.495396,106.5056227,29.48841029,438501.9828,3262266.861,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178XE7G,和坤和家园,天兴路51号,[],106.523486,29.502543,106.5055955,29.49555525,438503.6551,3263058.559,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0L1FR00QX,长生源科技理疗中心,直港大道18号附35号,18083012532,106.523469,29.50815,106.5055767,29.5011606,438505.2221,3263679.66,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,3.7
B0K05SRX1Q,重庆世纪华康综合门诊部,滩子口118号(滩子口地铁站2A口步行430米),023-68966608,106.523556,29.498772,106.5056669,29.49178549,438508.2972,3262640.82,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B001786L6L,福星·颐美华庭,天兴路49号(滩子口地铁站2A口步行420米),[],106.523639,29.501293,106.5057493,29.49430602,438517.8159,3262920.059,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0017933QJ,天宝路小区,天宝路96号,[],106.523641,29.505913,106.5057499,29.49892472,438520.6628,3263431.825,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFF2U63Z,奇美铝业(和信公寓店),滩子口182号(滩子口地铁站2A口步行320米),15223316433,106.52386,29.498991,106.5059718,29.49200527,438537.9861,3262665.011,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B0IAJL31SV,铝王铝业(和信公寓店),田野小区北门西80米(滩子口地铁站2A口步行290米),13883443120,106.523937,29.498984,106.506049,29.49199848,438545.4701,3262664.218,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B0FFGYQ8BT,和信公寓,杨家坪正街与龙江路交叉口西120米,[],106.524041,29.498861,106.5061534,29.4918758,438555.5132,3262650.569,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0JKB7NVZ8,金辉云缦长滩,九凤大道与天兴路交叉口东南140米,[],106.524127,29.500019,106.5062393,29.49303371,438564.5406,3262778.825,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFHKES3E,天鹅花园,直港大道22号,[],106.524102,29.507651,106.5062119,29.50066348,438566.4878,3263624.242,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFG9MYB2,嘉禾农贸市场(直港店),杨家坪直港大道26号1栋,13072318756,106.524503,29.508981,106.5066137,29.5019942,438606.2427,3263771.477,60703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.9
B001786TZM,港韵新苑,滩子口77-78号,[],106.524584,29.495772,106.506699,29.48878913,438606.5476,3262308.27,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LRBHNUCT,杏林春满,九龙三村30号附59号,[],106.524724,29.492967,106.5068403,29.48598528,438618.5553,3261997.519,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,4.3
B0I3GSHQY6,一丸堂肤康馆(杨家坪直港大道店),直港大道君安楼15号附3号,15730280489,106.524654,29.508712,106.5067653,29.50172569,438620.7712,3263741.645,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,九龙坡区,,[]
B0FFLIGX2C,LABO 23广厦城·山顶道店,滩子口九龙花园(福星水世界旁)山顶道店,13308352923,106.5248,29.492626,106.5069167,29.48564457,438625.7511,3261959.728,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.9
B00178TY9L,田野小区,滩子口101号,[],106.524887,29.498539,106.5070021,29.4915562,438637.5988,3262614.709,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0L307LISJ,重庆宠物市场猫舍犬舍猫狗售卖,黄桷坪街道锦龙路289号1幢附8号,18367144516,106.52494,29.490038,106.5070579,29.48305765,438637.8842,3261673.015,61211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,4.4
B00170I3C1,正雅烟酒便利店,田野小区北门旁(滩子口地铁站2A口步行200米),18523838050;18723336956,106.524903,29.498914,106.5070181,29.49193114,438639.3695,3262656.245,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0H3JZ2RAR,乐泰亮甲(滩子口店),龙江路田野小区(滩子口地铁站2A口步行330米),15683440933,106.524943,29.498199,106.5070584,29.49121645,438642.8498,3262577.034,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,九龙坡区,,[]
B00178XDNT,新华苑B区,直港大道天兴路39号,[],106.524982,29.502313,106.5070963,29.49532941,438648.9987,3263032.742,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0L69SN60M,新华苑,九凤大道与天兴路交叉口东北260米,[],106.524986,29.502306,106.5071003,29.49532242,438649.3837,3263031.966,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0HUHLMXT6,大宠九宠物俱乐部(田野小区店),黄桷坪街道滩子口103号1-5号,[],106.525011,29.498163,106.5071266,29.49118064,438649.4418,3262573.03,61211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,4.1
B0H0D79S0X,天福茗茶(直港大道店 ),杨家坪直港大道15号2-3号,023-68428813,106.524996,29.508646,106.5071084,29.50166064,438653.988,3263734.257,61200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.4
B0FFG1LGRM,喜士多副食(金源利·青国青城店),锦龙路289号3幢附3号,13368192227,106.525131,29.490262,106.5072494,29.48328211,438656.5877,3261697.785,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0L12UUPDY,凤梧超市(滩子口店),滩子口101号田野小区(滩子口地铁站2A口步行170米),[],106.525154,29.498894,106.5072699,29.49191183,438663.7664,3262653.973,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.7
B0IKTROV8T,赵林平诊所,滩子口106号附17号(滩子口地铁站2A口步行390米),15023629512,106.525195,29.497124,106.5073115,29.49014243,438666.7401,3262457.896,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B00178758E,天鹅堡,杨家坪直港大道中段26号,[],106.525144,29.507414,106.5072572,29.50042939,438667.6731,3263597.753,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0JKGZ2NFM,华润·半山悦景(南区),九凤支路与龙江支路交叉口南200米,[],106.525251,29.495093,106.5073683,29.48811213,438671.0232,3262232.903,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFHRCZZI,蟠龙·龙蟠凤逸,九龙镇龙江支路66号,[],106.525285,29.493315,106.507403,29.48633471,438673.312,3262035.941,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LUGXRVFM,杨家坪冻库,重庆市九龙坡区谢家湾街道谢家湾民主三村,023-68888388,106.525204,29.509687,106.5073167,29.5027019,438674.8091,3263849.522,170200|060000,公司企业;公司;公司|购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4
B00170I3IS,但唐轩口腔,直港大道26号天鹅山庄2栋2楼,023-68439323;13340246060,106.525271,29.508318,106.5073843,29.50133348,438680.5398,3263697.861,90202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[]
B0JRK7WAL8,宜南慈中医综合诊所(中医内科 针灸推拿 柔手正骨),重庆市九龙坡区黄桷坪街道滩子口103号2一2,15223470387,106.525349,29.498666,106.5074655,29.49168442,438682.5986,3262628.672,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0KG75A3RF,龚南春口腔诊所,滩子口103号1-9号(滩子口地铁站2A口步行280米),[],106.52536,29.498466,106.5074766,29.49148451,438683.5538,3262606.515,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B00178XDIR,天友生活(金都店),直港大道26号附16号,15215138886,106.525359,29.508321,106.5074726,29.50133672,438689.0982,3263698.174,60703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.6
B0FFF39F3Z,天宝新苑,杨家坪天兴路41号,[],106.525464,29.502047,106.5075799,29.49506479,438695.7166,3263003.167,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00170BNPL,其林健康中心诊所,滩子口田野小区C3号门面,023-68445049,106.525518,29.498203,106.5076352,29.49122201,438698.7678,3262577.346,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B00170A3W9,佳庆园,天宝路132-138号,[],106.525504,29.505682,106.5076189,29.49869887,438701.6867,3263405.814,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178YWIU,祥瑞新城,杨家坪劳动一村59号,[],106.525488,29.511433,106.5076011,29.50444816,438703.423,3264042.864,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,3.7
B0K32Z9WEN,盛峰仁益中医诊所,九龙三村30号附46号,[],106.525604,29.492434,106.5077233,29.48545481,438703.8304,3261938.277,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0FFF03KHI,源来玻璃深加工,九龙八村1号附15号(滩子口地铁站2A口步行380米),13638377045,106.525589,29.497232,106.5077067,29.49025147,438705.1166,3262469.769,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B001702AD3,佳宝园,天宝路127号,[],106.525619,29.506475,106.507734,29.49949195,438713.3228,3263493.63,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFLP79JZ,建勇门窗,黄桷坪街道滩子口正街17号,13452972779,106.52575,29.497371,106.5078682,29.49039086,438720.8525,3262485.13,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6
B001786SBD,你好针灸推拿,杨家坪直港大道26号附21号,13983701319,106.525729,29.508216,106.5078438,29.50123275,438725.0149,3263686.458,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,3.9
B00170A47F,建设大厦(直港大道),杨家坪民主三村9栋,[],106.525761,29.508708,106.5078758,29.5017247,438728.4079,3263740.95,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0HDT7KKG3,华润·半山悦景,龙江路与龙江支路交叉路口东南侧,[],106.525857,29.495568,106.5079761,29.48858865,438730.2266,3262285.382,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0KGS7MC1W,袁头修痛,金源利·青国青城北门西80米,[],106.525928,29.490486,106.5080489,29.48350821,438734.2254,3261722.416,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B0KB35VI2C,渝一口腔,谢家湾直港大道17号,023-68855566,106.525859,29.508676,106.5079741,29.50169297,438737.9185,3263737.383,90202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[]
