id,名称,地址,电话,经度,纬度,类型代码,类型名称,省份,城市,区域,营业时间,评分
B001792M5X,新世纪超市(黄桷坪店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,023-89087051,106.541198,29.490777,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.4
B0H3OH0RKX,品物集,铁路二村122号(黄桷坪地铁站4号口步行320米),13594139439;18875082412,106.539589,29.492826,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.6
B0H3XU1OFB,LAWSON罗森(电力高等专科学校店),黄桷坪街道邮电路搬运东村10-16号,023-68615676,106.541198,29.490024,060200|050000,购物服务;便民商店/便利店;便民商店/便利店|餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,3.7
B0FFKGBVD3,永生五金建材,黄桷坪街道搬运西村158号附2号,13883287761,106.540159,29.492310,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6
B0FFGFPF2V,琦然易购(黄桷花园店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,18883187778,106.541485,29.491386,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.5
B0HRSCQPME,立达五金,黄桷坪正街3号附7号,023-68500816,106.542524,29.490082,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B00179458V,鲁轩美术培训学校(黄桷坪总部校区),黄桷坪正街5号附10号(四川美术学院地铁站4号口旁),15826287260;15923147511,106.542999,29.489410,141400|060000,科教文化服务;培训机构;培训机构|购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.5
B0GDSRROF7,谊品生鲜(黄桷坪店),新建路1-1号(四川美术学院地铁站4号口步行170米),15983108889,106.542499,29.490810,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.9
B0FFJRCP60,西渝皮艺馆,黄桷坪街4号附7号,13648323906,106.542791,29.489845,061100|070000,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,九龙坡区,,3.8
B0FFGY6C3I,黄桷坪菜市场(龙隐花苑店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,023-68516497;15998920432,106.542513,29.490837,060705,购物服务;综合市场;蔬菜市场,重庆市,重庆市,九龙坡区,,4.0
B0G127MQGM,易可购超市(志龙·观江岭店),杨九路管家林11号附13号,13658251496,106.534774,29.497521,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.6
B001786TSP,江苏炒货(黄桷坪店),黄桷坪街4号附3号(福星楼西北),13638320444,106.542820,29.489783,060704,购物服务;综合市场;果品市场,重庆市,重庆市,九龙坡区,,3.6
B0JR7LHYJP,freefall艺术商店,黄桷坪街5号附8号(四川美术学院地铁站4号口旁),15608028239,106.543088,29.489322,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0GU71NVBW,LAWSON罗森(黄桷坪店),新建路3号(四川美术学院地铁站4号口旁),023-68675530,106.543182,29.489805,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.1
B001792SH0,笔啸轩美术用品店(黄桷坪店),黄桷坪正街213号附6号,17783991297,106.543317,29.487887,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.7
B0017917F9,中国移动(恒泰特约代理店),黄桷坪正街福星楼8号附6号,[],106.543405,29.488614,060305|070603,购物服务;家电电子卖场;手机销售|生活服务;电讯营业厅;中国移动营业厅,重庆市,重庆市,九龙坡区,,4.3
B0JD6M17I4,菲林好玩(黄正街社区店),黄桷坪街9号附1号(四川美术学院地铁站4号口步行170米),17783850623,106.543683,29.488583,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.3
B0FFIR423K,地弹簧拉手批发,龙江支路商住楼1号附1号(滩子口地铁站2A口步行380米),18202381141,106.526094,29.497286,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B0FFIZR9KA,金田便利超市,福星楼8号附7号(四川美术学院地铁站4号口步行90米),023-68604655,106.543425,29.488875,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.2
B0FFF03KHI,源来玻璃深加工,九龙八村1号附15号(滩子口地铁站2A口步行380米),13638377045,106.525589,29.497232,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B0LAV52CIO,玩子中古屋,黄桷坪街9号附2号(四川美术学院地铁站4号口步行170米),17783850623,106.543677,29.488609,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.0
B0FFLP79JZ,建勇门窗,黄桷坪街道滩子口正街17号,13452972779,106.525750,29.497371,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6
B0JG9L9I8Q,不名曰·蝴蝶手作DIY(黄正街社区店),黄桷坪正街9号1楼5号,17623201808,106.543692,29.488671,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.1
B0G1SS8Q95,富华不锈钢门窗,天祥苑(滩子口地铁站2A口步行370米),13983410148,106.526148,29.497675,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.4
B0FFGSU2OJ,成达电脑照相复印(滩子口店),滩子口71号附1号(滩子口地铁站2A口步行300米),[],106.526638,29.498066,060306|070000,购物服务;家电电子卖场;数码电子|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,九龙坡区,,4.1
B0J2VH9ACP,优客家便利店(天祥苑店),黄桷坪街道滩子口72号天祥苑第1层门面9号,13271893562,106.526004,29.497808,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6
B0LDUUFM9Q,好又多超市滩子口店,滩子口71号附3号(滩子口地铁站2A口步行280米),[],106.526520,29.498200,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.1
B0H3JA1VMJ,军哥书屋(防空洞店),黄桷坪街道铁路五村(四川美术学院地铁站2号口步行110米),13508392488,106.545058,29.487913,061205,购物服务;专卖店;书店,重庆市,重庆市,九龙坡区,,4.6
B0FFIR8I2V,齐恩超市(黄桷坪店),铁路四村12号附10号,18580030056,106.544059,29.490845,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.8
B0HUHLMXT6,大宠九宠物俱乐部(田野小区店),黄桷坪街道滩子口103号1-5号,[],106.525011,29.498163,061211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,4.1
B0FFHCL3GF,果香源平价超市(天河名港店),滩子口49-70号天河名港,13350368417,106.526499,29.498893,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.5
B0L12UUPDY,凤梧超市(滩子口店),滩子口101号田野小区(滩子口地铁站2A口步行170米),[],106.525154,29.498894,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.7
B00170I3C1,正雅烟酒便利店,田野小区北门旁(滩子口地铁站2A口步行200米),18523838050;18723336956,106.524903,29.498914,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0GRVZT9A7,五洲书店,滩子口118号五洲世纪中心,023-68856868,106.523093,29.498654,061205,购物服务;专卖店;书店,重庆市,重庆市,九龙坡区,,4.6
B0K0KUD3XK,小天才电话手表(九龙坡区滩子口五洲书店一楼),西子路202号五洲书店一楼树根AI学习硬件,[],106.522833,29.497949,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.5
B0K1B7SKUM,美国汉仕国际艺术涂料,南站货运大楼正对面,13696494422,106.545303,29.484020,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.3
B0IAJL31SV,铝王铝业(和信公寓店),田野小区北门西80米(滩子口地铁站2A口步行290米),13883443120,106.523937,29.498984,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B0L66DKT9I,小米之家(九龙坡区五洲书店专卖店),杨家坪街道五洲书店,023-68603706,106.523093,29.498654,060305,购物服务;家电电子卖场;手机销售,重庆市,重庆市,九龙坡区,,3.8
B0FFF2U63Z,奇美铝业(和信公寓店),滩子口182号(滩子口地铁站2A口步行320米),15223316433,106.523860,29.498991,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B0L2OAVRQP,徐满仓超市,滩子口118号五洲书店LG层(滩子口地铁站2A口步行380米),[],106.523292,29.499034,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.4
B0FFJ4EPJR,心悦便利店(晋愉·九龙湾店),铁路一村28号附27号(滩子口地铁站1号口步行480米),19112825251,106.530126,29.501903,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6
B0FFKS9ZSN,芙蓉兴盛便利超市·奕格(西子路店),杨家坪新华7村202号附74号,18580128535,106.519731,29.497770,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9
B0017948FD,月红生鲜连锁超市(九龙湾分店),晋愉·九龙湾东北门旁,15223220806,106.530131,29.502154,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.5
B0FFKI4DS5,味谷客秀生活超市(新华春天店),杨家坪西子路新华春天A6栋,18083021608;19112769854,106.519284,29.498176,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.8
B001797G38,彬华批发超市(福星·颐美华庭店),天兴路49号附11号,15723205879,106.523245,29.501640,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.1
B0FFJ2N387,融汇江山5D商业街,巴滨路与峡谷路交叉口东南120米,[],106.521449,29.474577,061000,购物服务;特色商业街;特色商业街,重庆市,重庆市,巴南区,,3.6
B0LADLA2S6,非凡生活超市(上江城店),杨家坪天兴路2号附32号,[],106.529872,29.504723,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.8
B0HRPZ3DI1,百果园(重庆融汇半岛店),李家沱街道融汇大道66号附22号,13308397538,106.519377,29.473899,060704,购物服务;综合市场;果品市场,重庆市,重庆市,巴南区,,3.8
B0K6AHPBPC,重庆热诚玻璃门窗不锈钢有限公司,新华苑六村33号附28号,023-68425963;18325002901,106.519389,29.501669,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.5
B0FFKLEELQ,谊品生鲜(融汇半岛五园湾B区店),李家沱融汇大道5号附46、47、48、50号,15523215198;4008085898,106.519179,29.473348,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,巴南区,,4.1
B0FFIBDNJQ,芙蓉兴盛便利超市(佳锦园店),天兴路6号附8号,15882949833,106.526874,29.505146,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9
B001786RZG,路点酒吧,直港大道48号附9号,18602338533,106.530040,29.505769,080304|061100,体育休闲服务;娱乐场所;酒吧|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,重庆市,重庆市,九龙坡区,,4.2
B0L2YCX0WB,LULUZOU H SHOP(九龙坡D10店),西子路51号,13983457081,106.518004,29.502051,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.5
B0JU6HZJT8,重庆·黑珍珠,杨家坪正街4号,18996121272,106.518461,29.503055,061202,购物服务;专卖店;珠宝首饰工艺品,重庆市,重庆市,九龙坡区,,[]
B001792AEJ,利霞五金建材(融汇半岛五园湾B区店),融汇大道5号融汇半岛五园湾B区,13098782361,106.518085,29.472674,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,巴南区,,3.8
B00170J9AM,融汇西流沱,李家沱汇北路,023-62298809,106.512749,29.476769,061000,购物服务;特色商业街;特色商业街,重庆市,重庆市,巴南区,,4.1
B0LUYDDLPU,重庆沐然优选商贸有限公司,杨家坪街道天宝路118号-1-c号,17815197971,106.528650,29.506764,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,[]
B0L3XC1XJQ,星之福防火防盗木门窗工厂直营,杨家坪街道直港大道珠江花园38栋第1层附2号,19122920817;19332239625,106.529125,29.506925,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6
B0FFFS37QA,振兴五金建材(天宝路店),直港大道28号附33号,13452159653,106.526789,29.506746,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.9
B0FFJNOU29,重庆九龙坡印象汇,杨家坪西郊三村2号(动物园地铁站2号口步行280米),023-86638086,106.512284,29.500433,060102,购物服务;商场;普通商场,重庆市,重庆市,九龙坡区,,4.6
B0FFIDSL2U,毛线沟蔬菜批发市场,祥和如意居北3门东60米(动物园地铁站2号口步行360米),023-68419414;13996669999,106.509819,29.497122,060703|060705,购物服务;综合市场;农副产品市场|购物服务;综合市场;蔬菜市场,重庆市,重庆市,九龙坡区,,4.4
B0FFH6LPF4,九龙坡蔬菜批发市场,杨渡村138号(动物园地铁站2号口步行450米),19282578946,106.509766,29.497001,060703|060705,购物服务;综合市场;农副产品市场|购物服务;综合市场;蔬菜市场,重庆市,重庆市,九龙坡区,,4.3
B0G1S7AR2B,新世纪超市(重庆九龙坡印象汇店),九龙坡区杨家坪西郊三村2号印象汇2楼(动物园正对面),023-86823308,106.512229,29.500296,060102|060400,购物服务;商场;普通商场|购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.3
B0FFFWHJ3Z,美利达自行车(重庆巴南店),马王坪正街70号附12号,15923319915,106.529964,29.466976,061208,购物服务;专卖店;自行车专卖店,重庆市,重庆市,巴南区,,4.2
B0J30U99TL,XDS喜德盛自行车(李家沱专卖店),李家沱街道桥南村8幢商7号,13228658318,106.529938,29.466999,061208,购物服务;专卖店;自行车专卖店,重庆市,重庆市,巴南区,,4.3
B0JGFZJ1LB,户外陶瓷解忧杂货店,李家沱融汇半岛西流沱古镇243号附7号2-5,15223423704;17338336797,106.511694,29.476282,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,巴南区,,3.6
B00178XJRP,LAWSON罗森(珠江花园三店),珠江花园199号,[],106.528102,29.508196,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9
B0FFHMVJ30,双华便利店(珠江花园北区店),珠江医院南门旁,023-68403253;15310828883,106.528280,29.508153,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B00178367Q,宝岛眼镜(杨家坪印象汇店),杨家坪西郊三村2号2层02-31号,023-68780653,106.511921,29.499884,061204,购物服务;专卖店;眼镜店,重庆市,重庆市,九龙坡区,,3.6
B0G0A7X9UN,重庆代国脚手架围挡,滩子口44号3-2-1号,13608368344,106.509967,29.497616,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.9
B0LALUAUEY,谊品生鲜24小时折扣店,直港大道珠江花园1栋43号,13330320240,106.527422,29.508311,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.6
B0K07L7MN2,鸿源建材·五金店,晨曦花园东区西南门东南70米,13032398867,106.530265,29.466890,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,巴南区,,3.6
B0JGRZ2HL5,蒲公英(动物园店),杨家坪西郊三村2号印象汇01层47号,15102327317,106.511942,29.500735,061100|050000,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,4.2
B0HU77Z2ZL,小米之家(九龙坡区印象汇专卖店),杨家坪街道重庆重庆市九龙坡区西郊路29号(印象汇小米之家),023-68493156,106.512040,29.500672,060305,购物服务;家电电子卖场;手机销售,重庆市,重庆市,九龙坡区,,3.8
B0FFGZY3FB,重庆中迪广场,杨家坪正街68号(杨家坪地铁站7号口步行100米),023-68789999,106.516585,29.505666,060100,购物服务;商场;商场,重庆市,重庆市,九龙坡区,,4.5
B00178XDIR,天友生活(金都店),直港大道26号附16号,15215138886,106.525359,29.508321,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.6
B0KAX7ETAP,元祖食品(融汇半岛店),李家沱街道融汇大道277号(玫瑰公馆1号门旁),13101356019,106.513647,29.472558,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,巴南区,,4.1
B0FFIJWI91,谊品生鲜折扣店(融汇大道店),融汇大道11号靠近融汇半岛·玫瑰公馆,15826171250;15922839167,106.513315,29.473136,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,巴南区,,3.7
B0G3LDHSND,中国移动5G(兴科黄桷坪营业厅)(暂停营业),黄桷坪正街8号福星楼附6号,15923274688;15923274689,106.543422,29.488780,060305|070603,购物服务;家电电子卖场;手机销售|生活服务;电讯营业厅;中国移动营业厅,重庆市,重庆市,九龙坡区,,4.3
B0H04HBMY1,杨家坪动物园广夏经典逸民超市,杨家坪街道西郊路28号1栋1层11号,15808019890,106.510531,29.499240,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0FFHCZCLA,中国电信(融汇半岛指定营业厅),融汇大道7号,18996080813,106.514275,29.472175,060305|070601,购物服务;家电电子卖场;手机销售|生活服务;电讯营业厅;中国电信营业厅,重庆市,重庆市,巴南区,,4.5
B0L0NMR633,凤梧超市(玫瑰公馆店),融汇大道11号,[],106.513318,29.473136,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,巴南区,,3.9
B0FFHFT03C,义乌小商品超市(典雅苑店),马王坪正街25号附1号,[],106.536731,29.466341,060701|060400,购物服务;综合市场;小商品市场|购物服务;超级市场;超市,重庆市,重庆市,巴南区,,3.9
B0H0D79S0X,天福茗茶(直港大道店 ),杨家坪直港大道15号2-3号,023-68428813,106.524996,29.508646,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.4
B0FFG8VE4X,齐恩超市(爱窝店),李家沱融汇大道7号融汇半岛7期5栋1号楼,18580030056,106.514489,29.471455,060400,购物服务;超级市场;超市,重庆市,重庆市,巴南区,,4.0
B0K17XQU8D,誉多批发部(马王坪正街店),李家沱派出所三角碑治安岗亭西侧60米,13350352889,106.533138,29.465924,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,巴南区,,3.6
B0JU5UFWIO,金渝超市(马王坪店),李家沱马王坪正街81号,[],106.535255,29.465868,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,巴南区,,4.4
B0H135L026,金渝超市(融汇店),李家沱街道融汇大道259号,023-62335858,106.513570,29.471681,060400,购物服务;超级市场;超市,重庆市,重庆市,巴南区,,4.4
B0LDPC00ZI,优贝儿童青少年自行车(巴南店),李渡路79号附21号,18680886675,106.545552,29.469519,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,巴南区,,3.7
B0FFKHO56Q,盒马鲜生(杨家坪店),杨家坪正街68号附85号中迪广场G2层,023-68531925,106.515889,29.505924,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.6
B0FFG9MYB2,嘉禾农贸市场(直港店),杨家坪直港大道26号1栋,13072318756,106.524503,29.508981,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.9
B0FFL5CN8Z,巴南鸿宇二手厨具市场(东邦·小悦湾店),东邦小悦湾,13883062927;17702300321,106.546817,29.469726,060702,购物服务;综合市场;旧货市场,重庆市,重庆市,巴南区,,4.4
B0FFH0DT77,凤梧便利(三角碑店),马王坪正街32号,[],106.534453,29.465775,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,巴南区,,4.0
B0JK3AF8B9,凤凰自行车(博雅商城店),李家沱马王坪正街2-6号(凤梧超市二楼),13224043595,106.538754,29.466397,061208,购物服务;专卖店;自行车专卖店,重庆市,重庆市,巴南区,,4.0
B0K2OC7KBC,瑞豹运动自行车(巴南店),东邦·小悦湾一期,18680886675,106.545599,29.469224,061208,购物服务;专卖店;自行车专卖店,重庆市,重庆市,巴南区,,4.0
B0G265MRYJ,金域学府万科生活汇(中航万科金域学府翰江1期店),南滨西路33号,023-63025111;023-67088666,106.556138,29.493029,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,南岸区,,3.5
B0FFGW4RKN,马王坪菜市场,立丹大厦东门西50米,023-62869241;17353158730,106.538708,29.465849,060705,购物服务;综合市场;蔬菜市场,重庆市,重庆市,巴南区,,4.3
B00170I4ZF,博雅商城,马王坪正街与马王坪后街交叉口东南60米,[],106.538791,29.466190,060102,购物服务;商场;普通商场,重庆市,重庆市,巴南区,,3.6
B0FFKV97AJ,视野联行眼镜全国连锁(重庆杨家坪店),杨家坪店中迪广场4栋20层2号,17318414718;18580417815,106.515804,29.505913,061204,购物服务;专卖店;眼镜店,重庆市,重庆市,九龙坡区,,4.3
B0H0ACTUP8,捷安特自行车(南滨西路店),南滨西路35号附9号,18983280851;19908390916,106.556924,29.490936,060900,购物服务;体育用品店;体育用品店,重庆市,重庆市,南岸区,,4.2
B0L2A52624,凤梧超市(立丹店),博雅商城北门旁,[],106.538775,29.466275,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,巴南区,,3.8
B0H0MAIS56,中国移动(强胜指定专营店),仙桃街道泰宁路3号附7号,[],106.539194,29.466204,070603|060305,生活服务;电讯营业厅;中国移动营业厅|购物服务;家电电子卖场;手机销售,重庆市,重庆市,巴南区,,4.1
B0LUGXRVFM,杨家坪冻库,重庆市九龙坡区谢家湾街道谢家湾民主三村,023-68888388,106.525204,29.509687,170200|060000,公司企业;公司;公司|购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0J03U6963,中国电信(中迪广场店),"杨正街68号1栋附333号,3栋大门口",18100877328,106.515825,29.506075,060305,购物服务;家电电子卖场;手机销售,重庆市,重庆市,九龙坡区,,3.9
B0FFFZKREZ,爱客超市(心巢御园店),西郊路59号附1号,[],106.507550,29.497434,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.2
B0JRR5QYRX,快易通(寄卖行)二手奢侈品回收营业点,快易通寄卖行马王坪正街,17119867979,106.540773,29.466287,061300|070000,购物服务;特殊买卖场所;特殊买卖场所|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,巴南区,,3.6
B0I64SQRVJ,重庆李家沱大融城(暂停营业),李渡路与群乐路交叉口北200米,[],106.544509,29.467246,060101,购物服务;商场;购物中心,重庆市,重庆市,巴南区,,4.3
B0KA7A23TY,美的智慧家(重庆优乐装饰总部店),锦龙路西城映画2层优乐装饰,13883903369,106.508058,29.498948,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.6
B0JDMM0FAU,LAWSON罗森(九龙明珠店),西郊路33号(动物园地铁站1号口旁),18323451434,106.508979,29.500254,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.0
B0GKV94V0G,泉源堂(融汇半岛艾德公馆店),李家沱融汇大道5号融汇半岛艾德公馆,023-62971949;19908393475,106.513779,29.470275,061201,购物服务;专卖店;古玩字画店,重庆市,重庆市,巴南区,,3.7
B0I0NS9FPF,龙玺超市(中建龙玺台店),杨渡村中建龙玺台5号附15号,15213408845,106.505428,29.493149,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,大渡口区,,4.2
B0G3LCI2XJ,万家兴达重庆市场部,南滨西路35号附9号二楼,023-62530976;19922295553,106.557595,29.490770,060400|170000,购物服务;超级市场;超市|公司企业;公司企业;公司企业,重庆市,重庆市,南岸区,,3.8
B001786WHV,巴南李家沱新华书店,李家沱马王坪正街12号东南亚商厦,023-86532596,106.540767,29.465892,061205,购物服务;专卖店;书店,重庆市,重庆市,巴南区,,4.1
B0L6NM41O8,好想来零食乐园(重庆九龙坡区西郊路店),杨家坪街道西郊路24巷27号附7号,4000107777,106.513113,29.505020,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.3
B0K31YNMFJ,蒂格门窗超市(融汇半岛江上公馆A区店),汇北路4号附6号江上公馆客服旁,18381940109,106.509525,29.473975,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,巴南区,,3.8
B0FFIOWOOU,三夫人优选超市(杨家坪西郊店),西郊路24巷25号阳光馨苑,17353154798,106.513107,29.505135,060200|060400,购物服务;便民商店/便利店;便民商店/便利店|购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0
B0IGJZM2EX,重庆都成万禾汽车服务有限公司,西郊路37号(动物园地铁站2号口步行340米),023-68784499,106.507244,29.498341,033100|010000|020000|060000,汽车维修;长安汽车维修;长安汽车维修|汽车服务;汽车服务相关;汽车服务相关|汽车销售;汽车销售;汽车销售|购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.4
B0FFHRWIXH,远鸿五金建材(西郊路24巷),西郊路17号四季花园(杨家坪地铁站2号口步行290米),15802397005,106.513426,29.505331,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.9
B001788DJW,永辉超市(巴南区都和广场店),李家沱林荫村18号都和广场负一楼永辉超市内自助收银机旁,4000601933,106.541841,29.465428,060400,购物服务;超级市场;超市,重庆市,重庆市,巴南区,,4.5
B0L1NLWJEI,京东家电,融汇大道217号,17723658985;18680712636,106.514613,29.469080,060300,购物服务;家电电子卖场;家电电子卖场,重庆市,重庆市,巴南区,,3.8
B0JAFMGGHO,冯氏开锁换锁疏通管道(都市桃源店),杨家坪街道西郊路19号附2号,13628217791;15823115021,106.514864,29.506468,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0J1OACWIV,美宜佳(重庆中迪广场店),中迪广场2号门(杨家坪地铁站7号口步行80米),19112927798,106.515422,29.506912,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0KRVLLPX6,华为授权体验店(都和广场),李家沱林荫村18号1-1号都和广场YM-1号房屋,023-62415946,106.542707,29.465822,060305,购物服务;家电电子卖场;手机销售,重庆市,重庆市,巴南区,,4.2
B00170KWS1,京东MALL(重庆杨家坪店),西郊路3号(杨家坪地铁站2号口旁),023-67865533,106.514691,29.507787,060102|060604|060305|080111,购物服务;商场;普通商场|购物服务;家居建材市场;厨卫市场|购物服务;家电电子卖场;手机销售|体育休闲服务;运动场馆;健身中心,重庆市,重庆市,九龙坡区,,4.8
B0L0DMMF1C,中国联通智慧生活馆(巴南驰达营业厅),马王坪正街2号明鑫园5号商铺,023-89800605,106.542768,29.465840,070604|060305,生活服务;电讯营业厅;中国联通营业厅|购物服务;家电电子卖场;手机销售,重庆市,重庆市,巴南区,,4.3
B0FFK9LLZ5,义乌超市(杨家坪店),杨家坪西郊路19号(杨家坪地铁站2号口步行100米),[],106.513746,29.506591,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.1
B0L6PS9VID,零食很忙(重庆九龙坡杨家坪西郊路店),西郊路19号(杨家坪地铁站2号口步行120米),4009998082,106.514516,29.506923,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.3
B0H6RH8EEW,开锁刻章配钥匙,马王坪正街2号(明鑫苑电信旁),[],106.542899,29.465824,060200|070000,购物服务;便民商店/便利店;便民商店/便利店|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,巴南区,,4.4
