Area_m2,Radius_m,Center_X,Center_Y,Elevation
272.34,9.31,441719.37,3262736.89,9
171.16,7.38,441978.45,3262746.07,9
151.9,6.95,438259.49,3262773.14,9
131.81,6.48,441707.16,3262757.65,9
685.65,14.77,438082.03,3262776.25,9
269.84,9.27,442224.65,3262756.24,9
404.47,11.35,438402.41,3262768.9,9
386.96,11.1,438224.77,3262784.15,9
696.04,14.88,442099.05,3262749.3,9
2572.1,28.61,438852.1,3262758,9
4558.26,38.09,438770.68,3262779.55,9
405.56,11.36,442046.3,3262767.79,9
56.66,4.25,438047.31,3262803.04,9
109.74,5.91,438015.23,3262802.95,9
89.55,5.34,441429.27,3262789.29,9
731.28,15.26,441534.74,3262771.94,9
95.29,5.51,440074.19,3262797.33,9
493.33,12.53,441351.11,3262781.87,9
120.28,6.19,441445.7,3262795.84,9
452.81,12.01,438127.99,3262819.18,9
81.99,5.11,438478.94,3262815.28,9
39.92,3.56,440321.25,3262810.75,9
1199.32,19.54,438335.34,3262805.53,9
174.23,7.45,438679.95,3262829.56,9
326.73,10.2,438026.31,3262835.2,9
832.7,16.28,443336.66,3262798.49,9
133.28,6.51,438227.26,3262845.15,9
163.76,7.22,438074.23,3262847.49,9
66.03,4.58,441300.91,3262832.33,9
721.45,15.15,440209.36,3262831.87,9
612.83,13.97,440841.79,3262829.7,9
160.45,7.15,441367.92,3262835.37,9
1485.75,21.75,438752.57,3262844.04,9
329.28,10.24,441497.98,3262826.01,9
4137.32,36.29,439892.34,3262819.74,9
165.18,7.25,438219.31,3262865.09,9
476.54,12.32,440877.36,3262850.37,9
42.71,3.69,438255.22,3262875.13,9
37.46,3.45,438216.78,3262881.27,9
1032.7,18.13,438178.44,3262874.76,9
74.19,4.86,438165.41,3262891.62,9
35.47,3.36,442094.68,3262871.79,9
56.78,4.25,441712.4,3262875.48,9
457.61,12.07,442034.95,3262871.79,9
440.27,11.84,439142.35,3262891.19,9
811.13,16.07,441266.5,3262874.34,9
774.89,15.71,441165.28,3262871.84,9
1262.34,20.05,438478.66,3262891.03,9
253.13,8.98,442041.59,3262892.88,9
105.31,5.79,441688.68,3262905.62,9
386.23,11.09,439918.6,3262913.6,9
537.2,13.08,438244.8,3262925.98,9
949.4,17.38,441199.61,3262910.13,9
44.87,3.78,442116.77,3262915,9
1157.08,19.19,439183.29,3262916.81,9
204.18,8.06,442079.18,3262912.63,9
116.3,6.08,438014.01,3262940.32,9
137.69,6.62,438131.17,3262943.73,9
41.04,3.61,438304.21,3262943.95,9
40.24,3.58,438289.33,3262943.98,9
281.81,9.47,439149.78,3262948.14,9
327.44,10.21,439190.08,3262947.55,9
48.06,3.91,441686.97,3262939.51,9
168.25,7.32,438260.44,3262962.05,9
80.6,5.07,440043.43,3262956.8,9
87.73,5.28,441016.86,3262954.2,9
51.17,4.04,441480.24,3262953.43,9
64.22,4.52,442192.9,3262950.36,9
77.5,4.97,441682.33,3262953.99,9
220.75,8.38,442223.98,3262950.64,9
112.66,5.99,441694.6,3262957.61,9
1206.6,19.6,441343.74,3262936.05,9
2767.15,29.68,440327.91,3262936.03,9
96.07,5.53,441965.24,3262977.7,9
557.94,13.33,441283.38,3262974.51,9
141.63,6.71,439230.57,3262999.73,9
144.28,6.78,441352,3262988.24,9
762.88,15.58,441649.81,3262981.11,9
105.46,5.79,438497.44,3263016.8,9
629.61,14.16,442206.45,3262987.06,9
1632.59,22.8,440134.04,3262995.3,9
212.53,8.22,441853.52,3263000.41,9
478.81,12.35,441696.97,3262991.45,9
585.07,13.65,439661.75,3263009.5,9
232.48,8.6,443934.41,3263004.55,9
231.09,8.58,443905.51,3263004.98,9
179.79,7.56,442218.46,3263009.69,9
250.4,8.93,443867.28,3263005.34,9
18.55,2.43,443933.62,3263011.89,9
250.74,8.93,443839.65,3263005.82,9
19.13,2.47,443904.77,3263012.28,9
82.34,5.12,439883.53,3263031.63,9
87.27,5.27,439285.25,3263026.78,9
37.92,3.47,441931.75,3263019.41,9
201.74,8.01,438496.54,3263035.99,9
302.96,9.82,443173.73,3263011.01,9
84.78,5.19,439277.85,3263040.27,9
762.1,15.58,440020.82,3263025.84,9
144.96,6.79,442228.83,3263023.28,9
212.78,8.23,438517.83,3263042.76,9
136.64,6.59,443459.4,3263021.44,9
129.08,6.41,443418.26,3263022.04,9
70.28,4.73,439853.13,3263045.56,9
133.43,6.52,441629.44,3263042.27,9
7644.6,49.33,439207.56,3263001.76,9
1039.08,18.19,438578.8,3263046.46,9
12.86,2.02,443922.54,3263038.2,9
44.53,3.76,443874.64,3263038.68,9
30.44,3.11,442010.57,3263048.19,9
13.93,2.11,443895.81,3263039.35,9
255.91,9.03,443933.24,3263040.76,9
252.98,8.97,443906.53,3263041.79,9
245.15,8.83,443838.59,3263041.14,9
198.39,7.95,443864.71,3263041.58,9
2450.46,27.93,440137.26,3263028.06,9
1073.73,18.49,440353.19,3263055.25,9
381.83,11.02,438251.61,3263078.85,9
319.11,10.08,443662.29,3263062.46,9
82.27,5.12,443905,3263071.86,9
81.4,5.09,443867.08,3263073.4,9
403.85,11.34,441847.56,3263071.7,9
345.77,10.49,438214.86,3263089.15,9
148.81,6.88,443904.97,3263077.87,9
233.06,8.61,443932.15,3263076.2,9
147.59,6.85,443867.1,3263079.4,9
19.69,2.5,443992.19,3263076.76,9
249.75,8.92,443974.26,3263075.17,9
18.55,2.43,443904.21,3263083.05,9
18.84,2.45,443931.39,3263083.51,9
249.84,8.92,443840.12,3263077.38,9
18.91,2.45,443866.26,3263084.56,9
323.71,10.15,443664.45,3263083.01,9
346.33,10.5,441973.4,3263086.06,9
708.31,15.02,443193.76,3263069.42,9
63.19,4.48,439869.56,3263114.45,9
612.94,13.97,441762.3,3263093.18,9
239.99,8.74,438582.1,3263115.83,9
308.14,9.9,439244.86,3263120.87,9
915.69,17.07,439986.17,3263112.76,9
60.58,4.39,443935.33,3263103.65,9
336.49,10.35,439274.01,3263123.82,9
16.42,2.29,439135.09,3263134.25,9
189.45,7.77,443841.97,3263107.81,9
187.88,7.73,443976.76,3263107.18,9
0,0,443993.63,3263107.77,9
257.01,9.04,441736.33,3263112.51,9
189.89,7.77,443906.09,3263109.23,9
95.35,5.51,443976.64,3263115.47,9
95.05,5.5,443841.84,3263116.15,9
222.99,8.42,443933.69,3263112.58,9
284.41,9.51,443867.42,3263111.25,9
95.55,5.51,443905.93,3263117.63,9
154.35,7.01,441402.15,3263127.83,9
274.67,9.35,441568.35,3263126.23,9
19.69,2.5,439140.28,3263153.63,9
25.91,2.87,438210.16,3263157.8,9
43.69,3.73,442066.7,3263147.39,9
173.74,7.44,438181.3,3263165.35,9
189.91,7.77,443977.39,3263145.23,9
95.24,5.51,443977.31,3263153.6,9
1264.28,20.06,439351.56,3263140.02,9
168.77,7.33,441567.06,3263172.1,9
88.42,5.31,441864.63,3263173.84,9
2410.08,27.7,442229.12,3263103.84,9
1426,21.31,441216.32,3263167.11,9
1579.25,22.42,440146.11,3263181.18,9
221.8,8.4,439838.55,3263191.48,9
168.07,7.31,441738.54,3263180.78,9
122.02,6.23,438140.26,3263217.95,9
378,10.97,441701.37,3263190.88,9
227.72,8.51,441392.25,3263207.81,9
515.27,12.81,442076.06,3263198.57,9
318.66,10.07,439275.16,3263218.47,9
36.39,3.4,439800.63,3263230.18,9
740.55,15.35,439502.34,3263221.08,9
76.31,4.93,440460.23,3263233.9,9
130.82,6.45,440176.38,3263239.05,9
78.28,4.99,438443.88,3263250.72,9
1909.86,24.66,439140.64,3263228.52,9
705.26,14.98,438426.01,3263244.51,9
58.39,4.31,438438.56,3263264.74,9
663.21,14.53,438377.81,3263259.94,9
13004.89,64.34,439623.08,3263177.03,9
101.37,5.68,438293.83,3263271.37,9
47.44,3.89,438177.14,3263270.82,9
119.66,6.17,439959.87,3263263.46,9
1407.81,21.17,438204.3,3263256.7,9
159.92,7.13,438296.04,3263281.34,9
453.87,12.02,442012.02,3263248.2,9
64.23,4.52,438165.39,3263283.24,9
42.96,3.7,439509.16,3263277.32,9
376.9,10.95,443302.37,3263253.41,9
40.26,3.58,440872.56,3263277.29,9
57.07,4.26,438342.46,3263289.05,9
1031.15,18.12,438688.72,3263264.22,9
212.05,8.22,441496.83,3263267.03,9
40.37,3.58,439506.86,3263286.97,9
75.91,4.92,438434.53,3263293.53,9
72.19,4.79,438362.82,3263290.45,9
31.47,3.16,438431.92,3263299.41,9
177.41,7.51,438352.86,3263293.07,9
282.69,9.49,441052.94,3263275.44,9
197.63,7.93,438204.72,3263297.28,9
38.22,3.49,440613.31,3263291.28,9
98.61,5.6,441386.4,3263285.5,9
188.79,7.75,441090.02,3263282.94,9
264.53,9.18,438413.49,3263293.25,9
328.37,10.22,439743.03,3263287.54,9
353,10.6,441407.84,3263284.1,9
408.58,11.4,442065.04,3263276.53,9
588.91,13.69,443581.2,3263278.98,9
103.65,5.74,439454.07,3263308.71,9
1094.37,18.66,438380.68,3263301.72,9
335.56,10.33,441550.82,3263294.19,9
46.56,3.85,440892.17,3263306.03,9
182.94,7.63,442050.18,3263295.72,9
209.55,8.17,439456.6,3263324.99,9
595.1,13.76,438381.49,3263332.95,9
113.1,6,438037.02,3263338.43,9
10.51,1.83,440647.81,3263331.47,9
75.04,4.89,442077.35,3263322.54,9
476.01,12.31,439296.53,3263321.61,9
425.34,11.64,441378.41,3263323.82,9
1893.89,24.55,438638.8,3263333.05,9
45.24,3.79,438445.88,3263352.1,9
42.79,3.69,440591.9,3263340.44,9
507.16,12.71,443466.29,3263319.31,9
57.59,4.28,440841.84,3263344.32,9
63.03,4.48,440820.65,3263349.61,9
470.91,12.24,438258.58,3263349.77,9
54.27,4.16,440357.88,3263355.8,9
115.32,6.06,438446.95,3263362.81,9
86.82,5.26,438013.66,3263367.29,9
7368.29,48.43,439840.42,3263308.24,9
472.7,12.27,439587.05,3263348.18,9
218.95,8.35,441503.79,3263361.43,9
228.92,8.54,440099.98,3263364.42,9
2328.98,27.23,438643.66,3263368.76,9
40.46,3.59,440519.99,3263375.64,9
111.02,5.94,441366.12,3263370.21,9
742.88,15.38,438107.93,3263386.13,9
15.72,2.24,440535.23,3263385.18,9
606.28,13.89,439487.49,3263379.9,9
207.25,8.12,441472.5,3263381.22,9
184.74,7.67,439596.12,3263392.2,9
40.8,3.6,439578.89,3263397.68,9
1050.61,18.29,443688.63,3263372.98,9
27.85,2.98,440585.47,3263406.36,9
300.83,9.79,441003.25,3263397.14,9
922.97,17.14,438639.21,3263412.09,9
56.87,4.25,440696.95,3263413.41,9
420.31,11.57,443635.12,3263393.66,9
548.98,13.22,438442.77,3263423.07,9
158.22,7.1,439126.87,3263419.6,9
445.34,11.91,439828.48,3263411.86,9
539.21,13.1,439526.65,3263409.33,9
223.41,8.43,439495.59,3263426.21,9
152.41,6.97,439520.93,3263428.67,9
55.14,4.19,438326.18,3263440.1,9
92.34,5.42,439948.68,3263427.5,9
224.23,8.45,439902.93,3263424.98,9
177.44,7.52,439145.11,3263435.22,9
66.02,4.58,438290.17,3263446.62,9
727.23,15.21,439402.25,3263446.11,9
65.05,4.55,439545.71,3263453.4,9
229.92,8.55,438687.32,3263451.3,9
162.8,7.2,442033.61,3263434.89,9
322.35,10.13,441727.55,3263433.31,9
96.59,5.54,438303.81,3263468.22,9
599.57,13.81,440057.81,3263446.34,9
154.04,7,439483.55,3263460.02,9
714.08,15.08,440365.08,3263442.35,9
193.19,7.84,439544.75,3263466.5,9
150.25,6.92,439874.91,3263463.25,9
81.04,5.08,439222.86,3263470.64,9
198.93,7.96,439504.97,3263469.29,9
1412.34,21.2,438614.09,3263472.56,9
167.23,7.3,443088.37,3263448.72,9
379.29,10.99,441201.43,3263467.04,9
105.31,5.79,439495.91,3263487.69,9
844.1,16.39,439432,3263493.47,9
1169.85,19.3,439854.77,3263470.01,9
478.54,12.34,441769.73,3263477.51,9
125.53,6.32,439503.25,3263494.99,9
606.77,13.9,440332.92,3263481.08,9
204.17,8.06,441663.37,3263484.28,9
18.35,2.42,439938.17,3263502.14,9
260.34,9.1,439278.96,3263501.8,9
203.58,8.05,439972.57,3263501.28,9
535.24,13.05,439449.82,3263512.23,9
215.89,8.29,439203.92,3263522.69,9
471.89,12.26,441755.69,3263504.87,9
179.74,7.56,440137.09,3263522.53,9
898.05,16.91,441599.56,3263496.33,9
189.31,7.76,437998.9,3263537.58,9
333.28,10.3,439461.55,3263529.82,9
702.75,14.96,439896.89,3263514.66,9
616.87,14.01,439492.3,3263522.96,9
2544.57,28.46,438684.71,3263525.03,9
101.1,5.67,441856.92,3263531.57,9
45.55,3.81,443889.59,3263526.31,9
217.23,8.32,439405.28,3263546.41,9
247.28,8.87,440154.16,3263542.32,9
263.58,9.16,438015.41,3263555.35,9
403.26,11.33,439428.04,3263551.54,9
78.29,4.99,438333.23,3263566.77,9
130.22,6.44,439460.15,3263557.68,9
81.77,5.1,443888.15,3263541.34,9
125.56,6.32,441586.4,3263551.61,9
32.02,3.19,441413.1,3263559.73,9
102.87,5.72,438338.63,3263575.18,9
60.11,4.37,439953.25,3263571.55,9
710.22,15.04,439987.05,3263559.7,9
203.25,8.04,439389.63,3263576.39,9
179.82,7.57,441843.21,3263563.98,9
130.58,6.45,440355.51,3263577.29,9
324.05,10.16,443875.96,3263549.67,9
170.85,7.37,439501.65,3263586.11,9
408.25,11.4,441125.42,3263576.17,9
338.28,10.38,439625.52,3263590.25,9
377.65,10.96,439940.98,3263593.62,9
80.08,5.05,439347.04,3263605.19,9
294.02,9.67,439689.89,3263601.48,9
141.47,6.71,439376.63,3263603.25,9
195.87,7.9,439670.52,3263610.11,9
1081.4,18.55,439220.09,3263614.74,9
164.43,7.23,439367.6,3263612.63,9
3042.34,31.12,439302.83,3263590.35,9
1788.45,23.86,439808.19,3263577.36,9
115.76,6.07,438516.39,3263624.8,9
273.93,9.34,440052.3,3263613.05,9
164.34,7.23,440246.8,3263614.45,9
266.89,9.22,438416.21,3263623.28,9
141.21,6.7,439667.98,3263621.06,9
366.29,10.8,439715.75,3263615.21,9
1002.47,17.86,439892.71,3263610.46,9
2709.26,29.37,439782.24,3263591.24,9
156.26,7.05,439770.67,3263622.68,9
112.42,5.98,439332.89,3263630.78,9
52.43,4.09,441765.35,3263623.09,9
56.87,4.25,438579.19,3263643.65,9
743.12,15.38,440237.01,3263608.21,9
96.88,5.55,439581.17,3263640.61,9
458.06,12.07,442950.84,3263619.61,9
33.95,3.29,440090.29,3263660.39,9
1967.82,25.03,439306.52,3263656.17,9
706.75,15,439543.78,3263662.62,9
103.23,5.73,440327.4,3263670.75,9
726.81,15.21,442975.91,3263645.31,9
185.94,7.69,443366.29,3263659.19,9
306.77,9.88,440284.7,3263681.91,9
650.51,14.39,439775.09,3263680.64,9
319.21,10.08,439485.22,3263681.39,9
589.29,13.7,439316.44,3263687.84,9
161.69,7.17,443385.97,3263663.71,9
626.37,14.12,438104.46,3263687.76,9
76.96,4.95,443366.33,3263680.39,9
49.24,3.96,439919.5,3263699.16,9
121.69,6.22,443387.9,3263682.26,9
25.08,2.83,443370.95,3263686.31,9
66.89,4.61,443883.89,3263690.42,9
69.46,4.7,443333.75,3263694.24,9
125,6.31,443340.14,3263696.63,9
126.06,6.33,443295.19,3263699.88,9
1503.26,21.87,440373.54,3263712.8,9
1344.18,20.68,439588.82,3263698.45,9
303.44,9.83,439676.67,3263716.41,9
520.6,12.87,443171.82,3263702.05,9
151.25,6.94,443407.85,3263714.64,9
53.82,4.14,438468.59,3263753.9,9
126.16,6.34,439697.19,3263743.35,9
149.37,6.9,443391.89,3263728.02,9
103.01,5.73,443421.87,3263730.37,9
191.27,7.8,440564.17,3263747.93,9
42.59,3.68,440249.86,3263758.79,9
460.37,12.11,440466.36,3263745.79,9
158.67,7.11,443408.1,3263742.11,9
318.97,10.08,438493.89,3263763.56,9
543.64,13.15,438412.39,3263763.2,9
502.72,12.65,440521.77,3263761.23,9
39.48,3.54,443292.79,3263754.32,9
299.84,9.77,439691.44,3263767.83,9
777.68,15.73,438273.72,3263781.91,9
712.16,15.06,440564.36,3263777.64,9
221.24,8.39,440092.37,3263795.38,9
64.51,4.53,439848.58,3263806.66,9
2607.22,28.81,439250.76,3263728.8,9
91.88,5.41,439898.42,3263810.15,9
51.93,4.07,439849.46,3263814.94,9
1112.81,18.82,439946.87,3263799.68,9
52.33,4.08,439365.87,3263827.5,9
96.26,5.54,439764.94,3263833.04,9
96.91,5.55,440254.01,3263842.87,9
2033.8,25.44,439539.64,3263820.9,9
36.43,3.41,439670.29,3263866.68,9
807.14,16.03,439973.45,3263854.66,9
2118.78,25.97,440082.72,3263843.35,9
75.54,4.9,439876.78,3263872.57,9
84.5,5.19,438426.79,3263885.19,9
12.22,1.97,440513.93,3263885.13,9
72.39,4.8,439873.22,3263887.77,9
846.49,16.41,440127.59,3263874.83,9
77.04,4.95,440000.84,3263890.93,9
108.31,5.87,439843.09,3263903.32,9
245.8,8.85,440134.35,3263897.39,9
78.22,4.99,439840.86,3263912.46,9
4096.9,36.11,440191.18,3263879.03,9
242.25,8.78,439897.2,3263922.58,9
437.66,11.8,439600.51,3263910.33,9
27.94,2.98,440454.17,3263931.56,9
1210.38,19.63,439952.25,3263934.5,9
304.93,9.85,440111.35,3263941.83,9
238.01,8.7,439689.83,3263948.78,9
95.29,5.51,443166.24,3263931.84,9
1031.13,18.12,440913.3,3263928.22,9
252.03,8.96,439951.62,3263953.24,9
131.7,6.47,439600.74,3263956.34,9
660.92,14.5,440876.56,3263941.74,9
291.51,9.63,439277.14,3263968.3,9
192.76,7.83,440203.7,3263967.11,9
54.56,4.17,443253.37,3263968.65,9
659.27,14.49,440136.91,3263973.33,9
595.7,13.77,440004.87,3263975.93,9
80.38,5.06,438829.28,3264006.62,9
2502.75,28.22,440810.58,3263973.23,9
745.29,15.4,440058.13,3263999.9,9
280.49,9.45,443954.33,3263989.72,9
102.18,5.7,440327.38,3264021.9,9
2624.74,28.9,440134.01,3264009.57,9
331.29,10.27,438633.48,3264048.36,9
377.25,10.96,439133.55,3264052.85,9
224.88,8.46,439789.04,3264042.2,9
22.4,2.67,438973.43,3264062.21,9
23.13,2.71,438998.17,3264062.28,9
264.76,9.18,439799.24,3264040.49,9
489.41,12.48,440380.6,3264068.22,9
1366.9,20.86,439640.17,3264043.19,9
111.21,5.95,443605.89,3264066.32,9
326.97,10.2,440689.18,3264078.56,9
534.26,13.04,438627.38,3264091.51,9
45.62,3.81,439134.2,3264102.76,9
179.81,7.57,439230.94,3264102.06,9
11.2,1.89,440461.97,3264108.79,9
327.08,10.2,437999.18,3264099.35,9
203.23,8.04,439751.1,3264131.19,9
919.29,17.11,440266.19,3264111.82,9
168.02,7.31,439689.23,3264144.29,9
73.1,4.82,440492.54,3264140.4,9
1984.38,25.13,439626.51,3264122.24,9
40.3,3.58,439385.31,3264153.48,9
337.43,10.36,439317.59,3264151.93,9
744.91,15.4,438651.09,3264147.32,9
1220.22,19.71,440727.1,3264127.37,9
1216.59,19.68,440341.53,3264126.01,9
569.3,13.46,440442.87,3264154.63,9
430.07,11.7,439731.79,3264178.08,9
345.59,10.49,440537.46,3264164.22,9
128.7,6.4,439330.8,3264203.35,9
32.7,3.23,443987.35,3264183,9
604.23,13.87,439669.45,3264200.13,9
3321.81,32.52,439600.07,3264177.83,9
496.32,12.57,439374.25,3264224.97,9
2899.44,30.38,443586.77,3264181.59,9
1644.99,22.88,440688.09,3264186.45,9
1035.53,18.16,440612.53,3264222.95,9
393.24,11.19,438736.75,3264257.94,9
384.2,11.06,439090.02,3264263.63,9
336.42,10.35,438695.03,3264265.19,9
57.55,4.28,438636.28,3264286.51,9
77.55,4.97,440226.65,3264278.26,9
521.17,12.88,443683.09,3264241.82,9
55.83,4.22,440206.19,3264293.64,9
407.14,11.38,439292.89,3264297.1,9
119.23,6.16,439421.45,3264311.99,9
320.37,10.1,439282.64,3264311.52,9
2042.17,25.5,440627.02,3264288.09,9
343.82,10.46,439045.79,3264317.51,9
1015.76,17.98,438848.92,3264321.83,9
240.21,8.74,439277.99,3264327.52,9
199.9,7.98,439303.74,3264347.46,9
415.04,11.49,438906.43,3264343.48,9
248.79,8.9,438775.43,3264351.25,9
224.86,8.46,439294.24,3264365.13,9
138.22,6.63,438762.19,3264388.57,9
545.33,13.18,443668.95,3264367.59,9
276.24,9.38,439687.32,3264399.58,9
743.82,15.39,443255.92,3264388.93,9
283.24,9.5,439371.46,3264415.9,9
1483.28,21.73,442715.92,3264387.93,9
295.91,9.71,438875.3,3264431,9
99.07,5.62,439683.76,3264439.24,9
716.16,15.1,442720.05,3264428.4,9
117.58,6.12,438686.48,3264478.92,9
132.91,6.5,438700.55,3264480.02,9
42.78,3.69,440295.79,3264476.93,9
345.07,10.48,443281.09,3264463.31,9
260.69,9.11,442561.73,3264478.7,9
721.07,15.15,443528.98,3264435.65,9
248.23,8.89,442591.94,3264477.36,9
162.27,7.19,438744.69,3264500.14,9
54.6,4.17,438598.73,3264515.36,9
173.92,7.44,439214.86,3264510.6,9
264.46,9.17,438525.88,3264516.65,9
639.35,14.27,442741.71,3264505.54,9
365.11,10.78,440256.56,3264523.97,9
695.23,14.88,442546.93,3264506.71,9
16553.65,72.59,443393.17,3264436.37,9
474.69,12.29,443375.18,3264476.86,9
1486.43,21.75,443399.49,3264388.84,9
214.67,8.27,443418.85,3264355.37,9
37.01,3.43,443551.05,3264542.29,9
127.48,6.37,439801.88,3264562.88,9
54.89,4.18,439932.23,3264569.68,9
724.51,15.19,440442.77,3264556.87,9
140.7,6.69,440410.65,3264594.32,9
326.77,10.2,440363.09,3264599.27,9
128.44,6.39,439266.68,3264616.53,9
1230.86,19.79,439543.78,3264597.41,9
60.25,4.38,440068.6,3264624.5,9
63,4.48,440097.82,3264624.82,9
527.19,12.95,439201,3264611.69,9
90.39,5.36,440044.63,3264629.89,9
15.94,2.25,440060.21,3264636.64,9
17.56,2.36,440076.68,3264637.02,9
15.81,2.24,440089.28,3264636.86,9
55.41,4.2,440039.23,3264646.93,9
205.16,8.08,439173.23,3264653.91,9
624.88,14.1,439231.69,3264634.29,9
55.38,4.2,440019.64,3264672.62,9
843.97,16.39,438368.86,3264651.84,9
23.54,2.74,440048.94,3264676.41,9
23.54,2.74,440063.48,3264676.5,9
23.07,2.71,440076.56,3264676.67,9
675.44,14.66,440263.72,3264652.57,9
40.12,3.57,440048.73,3264689.94,9
32.96,3.24,440063.57,3264689.85,9
25.32,2.84,440076.25,3264690.54,9
1058.94,18.36,438091.14,3264684.2,9
495.28,12.56,439150.38,3264690.5,9
5286.53,41.02,443418.37,3264651.7,9
858.06,16.53,443932.1,3264669,9
109.41,5.9,438184.15,3264731.64,9
256.25,9.03,440274.29,3264725.75,9
159.9,7.13,443826.25,3264710.07,9
1979.77,25.1,439210.39,3264716.42,9
59.91,4.37,438565.58,3264747.23,9
51.5,4.05,443974.4,3264730,9
1551.05,22.22,443089.71,3264711.82,9
276.91,9.39,439546.84,3264758,9
60,4.37,443527.52,3264751.25,9
651.99,14.41,440256.76,3264768.74,9
321.49,10.12,439165.8,3264778.81,9
22.2,2.66,439251.72,3264804.62,9
2022.85,25.38,440486.11,3264756.1,9
99.83,5.64,439406.8,3264803.41,9
1798.93,23.93,443823.47,3264772.6,9
1947.84,24.9,439196.27,3264806.86,9
130.7,6.45,440266.32,3264821.1,9
3091.82,31.37,443744.5,3264776.23,9
185.25,7.68,440243.2,3264828.05,9
29.67,3.07,442547.61,3264822.4,9
67.56,4.64,443743.51,3264839.13,9
816.6,16.12,443813.21,3264829.27,9
75.64,4.91,440270.65,3264861.92,9
34.46,3.31,440055.25,3264866.54,9
199.46,7.97,440252.04,3264868.2,9
369.48,10.84,439964.2,3264867.99,9
1516.43,21.97,443766.24,3264830.88,9
379.84,11,438606.39,3264874.53,9
51.35,4.04,438996.75,3264887.57,9
81.28,5.09,440291.75,3264887.66,9
179.49,7.56,440260.8,3264886.93,9
94.25,5.48,440308.44,3264895.72,9
101.77,5.69,443851.4,3264885.81,9
171.75,7.39,440290.52,3264913.32,9
625.99,14.12,438574.44,3264917.52,9
19.36,2.48,439533.8,3264944.02,9
480.7,12.37,443839,3264907.17,9
83.81,5.17,443822.76,3264934.58,9
71.93,4.78,443815.84,3264942.49,9
286.61,9.55,438550.63,3264966.52,9
149.61,6.9,443827.55,3264943.2,9
307.89,9.9,438663.99,3264962.71,9
1656.76,22.96,440217.33,3264944.35,9
29.03,3.04,438540.93,3264980.97,9
43.01,3.7,439509.7,3264980.32,9
46.06,3.83,439673.65,3264982.45,9
849.93,16.45,439872.61,3264934.17,9
334.69,10.32,438437.85,3264982.08,9
622.07,14.07,443857.34,3264950.65,9
59.28,4.34,439504.71,3264990.03,9
792.61,15.88,440143.53,3264969.94,9
175.28,7.47,440514.32,3264989.03,9
380.18,11,438033.24,3265006.52,9
130,6.43,443694.82,3264975.26,9
122.49,6.24,438196.91,3265005.86,9
162.99,7.2,439473.56,3265003.02,9
41.46,3.63,443694.87,3264987.47,9
119.93,6.18,440541.77,3265002.74,9
1965.8,25.01,442947.16,3264957.79,9
43251.54,117.33,443442.47,3264950.65,9
890.34,16.83,443540.27,3264952.15,9
965.39,17.53,443331.32,3264948.16,9
145.22,6.8,443692.94,3264999.37,9
394.25,11.2,439759.2,3265045,9
355.71,10.64,439519.17,3265041.58,9
95.03,5.5,439579.17,3265051.84,9
84.09,5.17,443087.54,3265039.04,9
577.83,13.56,443177.51,3265041.05,9
51.13,4.03,439633.04,3265075.26,9
67.92,4.65,443177.83,3265067.58,9
104.16,5.76,442890.77,3265073.53,9
1670.41,23.06,443493.28,3265060.98,9
127.21,6.36,442902.84,3265086.89,9
523.72,12.91,443203.15,3265088.55,9
110.34,5.93,442894.51,3265098.69,9
421.38,11.58,443688.46,3265099.54,9
829.16,16.25,439383.53,3265095.29,9
175.91,7.48,440496.36,3265120.45,9
116.13,6.08,440429.51,3265126.46,9
69.61,4.71,442892.01,3265131.31,9
15.58,2.23,443397.14,3265145.99,9
20.57,2.56,443367.4,3265145.99,9
16.54,2.29,443382.53,3265146.49,9
188.53,7.75,440245.81,3265159.5,9
27.99,2.98,439793.75,3265165.81,9
765.41,15.61,443676.19,3265131.22,9
11.25,1.89,440254.36,3265166.82,9
391.84,11.17,442800.06,3265160.18,9
132.8,6.5,443631.16,3265161.93,9
135.55,6.57,443650.59,3265162.47,9
333.31,10.3,440442.94,3265162.25,9
810.94,16.07,443303.13,3265161.44,9
109.16,5.89,438992.56,3259169.73,12
269.09,9.25,438128.87,3259172.29,12
85.47,5.22,440737.2,3259170.55,12
413.64,11.47,438897.1,3259175.86,12
126.72,6.35,441206.57,3259172.28,12
80.03,5.05,438646.58,3259198.98,12
174.26,7.45,438493.22,3259199.73,12
208.7,8.15,441184.24,3259184.75,12
84.4,5.18,438617.78,3259202.84,12
96.77,5.55,438515.21,3259207.91,12
152.8,6.97,441757.05,3259195.31,12
80.27,5.05,438645.09,3259211.65,12
559.36,13.34,438722.68,3259214.37,12
103.33,5.74,438626.07,3259226.54,12
983.62,17.69,438462.3,3259217.52,12
155.1,7.03,438878.9,3259223.22,12
96.34,5.54,438562.4,3259247.77,12
2110.06,25.92,438818.8,3259228.42,12
73.13,4.82,439412.07,3259252.44,12
252.18,8.96,440853.17,3259265.83,12
580.03,13.59,438856.44,3259259.17,12
1318.71,20.49,440837.19,3259250.09,12
502.17,12.64,442296.54,3259272.07,12
259.78,9.09,442393.14,3259286.48,12
2156.99,26.2,440769.53,3259266.64,12
134.59,6.55,440343.07,3259327.65,12
381.68,11.02,442274.21,3259327.3,12
637.87,14.25,441644.47,3259342.09,12
301.32,9.79,441773.94,3259360.01,12
188.37,7.74,440256.93,3259370.12,12
360.38,10.71,441771.52,3259376.45,12
