id,名称,地址,电话,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,Center_X,Center_Y,类型代码,类型名称,省份,城市,区域,营业时间,评分,人口密度
B0FFK3GY67,重庆杨家坪五环大楼,杨家坪正街11号,[],106.516747,29.511574,,,439594.1341541618,3264827.6458610008,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],255.07732
B0FFG7YPDP,金茂大厦,杨家坪正街24号(杨家坪地铁站2号口步行390米),[],106.515088,29.510844,,,439432.9101736639,3264747.6222139345,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],108.18163
B0LR0OPRBE,银都大厦A座,杨家坪正街13号银都大厦(杨家坪地铁站5号口步行90米),[],106.515675,29.510625,,,439489.6720502965,3264723.0507552987,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],111.67569
B0017926D3,百康年·世纪门,杨家坪正街8号,023-68962233,106.515402,29.512123,,,439464.1041725465,3264889.1761969863,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],237.56346
B00178XDIX,百康年·世纪门C座,杨家坪正街8号,023-68962233,106.515923,29.512159,,,439514.6203427882,3264892.8940513595,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],218.64067
B0FFGMKBYB,李家沱钻石公寓,林湖一路215号,[],106.545544,29.463065,,,442357.6680573876,3259438.1114568203,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[],23.47981
B0LR01OPMQ,金茂大厦A栋,杨家坪正街24号金茂大厦(杨家坪地铁站5号口步行50米),[],106.514825,29.510525,,,439407.23017948784,3264712.4129392654,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],106.6934
B0FFG7XQW8,建行大厦,杨家坪正街20号,[],106.515117,29.511259,,,439435.967913449,3264793.590491887,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],108.18163
B00170KWOJ,九九商业大厦,兴胜路68号附5号,[],106.516354,29.512732,,,439556.73284168914,3264956.1602914166,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],223.65889
B001702F84,金洲商务大厦,杨家坪兴胜路66号9-1号,[],106.51563,29.512372,,,439486.3498072324,3264916.6475764555,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],218.64067
B0FFGE82TY,杨家坪力扬国际,兴胜路55号(杨家坪地铁站5号口步行290米),023-68078287,106.512436,29.509974,,,439175.3577393907,3264652.6072507845,120203|120201,商务住宅;楼宇;商住两用楼宇|商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],86.81936
B0017877OF,渝隆大厦,杨家坪正街26号附4号,[],106.513691,29.5115,,,439297.9041184905,3264821.037498576,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],287.8677
B00178XE0B,百康年·世纪门A座商业,步行街8号3幢附近,023-68067002,106.514788,29.512227,,,439404.6578896181,3264901.019486903,120201|120203,商务住宅;楼宇;商务写字楼|商务住宅;楼宇;商住两用楼宇,重庆市,重庆市,九龙坡区,,[],207.77344
B00179465Y,荣州苑商务楼,新胜一村6幢附1号(杨家坪地铁站1号口步行480米),[],106.512375,29.511046,,,439170.0865235125,3264771.4203372486,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],252.43529
B0FFGIC0QM,力扬国际B座,杨家坪兴胜路55号(力扬国际),13618330794,106.511698,29.510302,,,439104.0263535716,3264689.336908488,120201|120203,商务住宅;楼宇;商务写字楼|商务住宅;楼宇;商住两用楼宇,重庆市,重庆市,九龙坡区,,[],73.16677
B0L1YXEQUA,邮政大楼,珠江路与杨家坪正街交叉口西40米,[],106.515375,29.511425,,,439461.0719946022,3264811.849524667,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],237.56346
B001786VZR,建设广场,杨家坪谢家湾正街59号,[],106.51766,29.513938,,,439684.02327475697,3265089.111081052,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],200.56633
B0FFG0OSW0,华润广场B座,谢家湾正街53号,[],106.518713,29.51466,,,439786.50445405673,3265168.565430814,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,3.4,184.12352
B0FFGMMTZC,华润广场,谢家湾正街49号,15823161402,106.518873,29.514607,,,439801.9797268955,3265162.6100220373,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,4.7,184.12352
B0MACXXRNG,国美电力大厦,国美支路与谢家湾正街交叉口东南40米,[],106.517325,29.513175,,,439651.10336203553,3265004.741921552,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],249.72716
B0FFG7XPSR,兴胜大厦,杨家坪兴胜路56号,[],106.51495,29.512871,,,439420.74224470014,3264972.292451611,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],207.77344
B0FFK8GNX9,保利时代广场B座,兴胜路与兴胜支路交叉口北100米,[],106.512588,29.512864,,,439191.81717318937,3264972.7494748347,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],251.56375
B0L1C971GM,谢家湾街道建业大厦4单元,谢家湾正街与国美支路交叉口西40米,[],106.51658,29.513537,,,439579.11452461325,3265045.2395483432,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],248.81439
B0FFKCPHGL,保利时代广场A座,花半里路与兴胜路交叉口东60米,[],106.512269,29.513224,,,439161.1155508672,3265012.805525838,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],284.43237
B0L2UCEJC8,重庆南岸区无忧传媒3栋,丹龙路17号数字产业·渝产业园,[],106.549675,29.512025,,,442785.7463370953,3264860.968009336,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[],118.116066
B0LR0OP0A1,盾安九龙都L楼,兴胜路与兴胜支路交叉口东北60米,[],106.513025,29.512125,,,439233.7290223553,3264890.637378529,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],287.57074
B0LAP7F7LU,世贸广场-南区,李家沱正街与凯德路交叉口东140米,[],106.544421,29.460781,,,442247.4819938376,3259185.595489202,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[],37.942314
B0L3O1Z0JK,巴渝大厦1栋,劳动三村2号附4-5号巴渝大厦,[],106.516575,29.514175,,,439579.0088934113,3265115.93468562,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],201.9687
B0HA56LHKZ,万达国际写字楼,青龙路与桃源二路交叉口东南80米,[],106.547152,29.514097,,,442542.3907145073,3265091.7956533944,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[],120.39825
B0L12LV6YT,保亿中心2号楼,青龙路西侧保亿中心,[],106.552775,29.511525,,,443085.9145825569,3264804.045556961,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[],124.1348
B00179297D,海丰楼,新胜三村1幢1号,[],106.508572,29.511467,,,438801.7529703133,3264820.0635923683,120201|120203,商务住宅;楼宇;商务写字楼|商务住宅;楼宇;商住两用楼宇,重庆市,重庆市,九龙坡区,,[],279.36542
B0FFKOPGEV,九龙坡区招生办公室大楼,兴胜路与花半里路交叉口西南120米,[],106.510341,29.512584,,,438973.8738484201,3264942.9014697834,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],270.06326
B0I60LCV9F,传媒大厦,兴胜路与石坪桥正街交叉口西南180米,[],106.509997,29.512223,,,438940.3171889169,3264903.0819945787,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],307.2097
B0IDH5N0I6,新大新大厦,丹回路与丹龙路交叉口东280米,[],106.552675,29.511275,,,443076.0827824923,3264776.39376279,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[],124.1348
B0I6BZI780,教育直属单位办公大楼,兴胜路与花半里路交叉口西南120米,[],106.510381,29.512638,,,438977.78298250976,3264948.863865322,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],270.06326
B0L1A7JL5K,金鼎大厦15栋,冶金一村15号金鼎大厦,[],106.509475,29.512625,,,438889.967011464,3264947.899129336,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],307.2097
B0FFI6QWTT,天乐时光A座,冶金一村15号金鼎大厦,[],106.509546,29.512416,,,438896.7226905645,3264924.70391264,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],307.2097
B0LRLNMRW2,金鼎大厦1单元,冶金路与彩虹路交叉口东北140米,[],106.509515,29.512661,,,438893.8653766628,3264951.867035129,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],307.2097
B00170ANMM,中国十八冶综合办公楼,冶金路与石坪桥横街交叉口东北200米,[],106.504383,29.509961,,,438394.84462185926,3264655.4051045505,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],111.738464
B0L3VHIWBW,中阳大厦4栋,石坪桥正街2号中阳大厦(石坪桥地铁站1A口步行420米),[],106.511295,29.513786,,,439067.0541307246,3265075.586953839,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],257.82767
B0L1BMYSKH,隆鑫通用平台总部大楼,南湖路3号,[],106.560898,29.507217,,,443870.8120634986,3264322.7595973774,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[],60.272766
B0MAM55YIH,新车仓储楼,白鹤路9号,[],106.55729,29.510834,,,443523.1209097762,3264725.279876775,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[],78.888954
B0FFLFP4RK,圆通速递(青龙路店),青龙路与白鹤路交叉口南100米,[],106.555068,29.513888,,,443309.4670450002,3265064.753001911,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,3.6,52.944492
B0L3A1XOKN,东楼,双龙路与大石二支路交叉口东北220米,[],106.562382,29.509968,,,444016.1597803794,3264626.8629030376,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[],57.4204
B0MAZACCX2,渝南二手车市场商务楼,渝南大道与巴南大道交叉口北400米,[],106.560225,29.462675,,,443781.0005096723,3259387.7232687757,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,2.5,14.293505
B0FFK9G3H6,世贸广场,渝南大道与巴南大道交叉口东北220米,[],106.560394,29.461073,,,443796.5044605108,3259210.1368551143,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[],11.454424
B0L2K7G0WA,刘大姐生鲜超市(广厦城店),黄角坪广厦城6号9幢附2号,15310139453,106.531172,29.490905,,,440980.2115038424,3262530.053698732,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.7,115.18286
B0KRFUSBC8,条马批发部(广厦城店),广厦城6号广厦城巢上二期,[],106.530962,29.490992,,,440959.90476103104,3262539.800059248,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0,131.51553
B0FFF2NGI7,卤味家便利店(广厦城巢上二期店),广厦城6号8幢附15号,13983023093,106.530553,29.490944,,,440920.22889053146,3262534.689080296,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6,133.2479
B0FFGK8HEB,家佳超市(广厦城店),广厦城一期6号院13-2号,4000237858,106.53201,29.491111,,,441061.5656274823,3262552.454397546,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.2,136.04478
B0LDD57SBV,沃鑫礼品黄金烟酒回收,龙广路与龙江路交叉口东100米,18224351424,106.530273,29.491545,,,440893.4348694531,3262601.423755776,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,3.6,133.2479
B0FFG1LC82,永胜超市(九龙店),九龙花园东门旁,[],106.528911,29.491197,,,440761.2022893166,3262563.556873457,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.6,98.216286
B0KUGHRG8N,零食很忙(重庆九龙坡广厦城店),广厦城6号4栋一层7.8号,4009998082,106.529671,29.491935,,,440835.304580063,3262644.942762918,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.3,100.39772
B0ID6R5WXY,嘉百邻超市(广厦城店),九龙小学东南2门东60米,[],106.52997,29.492519,,,440864.62825218943,3262709.499657796,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0,132.36418
B0FFGBVI10,美亨铝材经营中心(金源利·青国青城店),青国青城南1门车库,15825989899,106.525826,29.489382,,,440461.0849301185,3262364.023945609,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6,67.44817
B0L3MCMJ2X,带我回家·猫舍犬舍宠物市场,黄桷坪街道锦龙路289号4幢附14号,13026180207,106.526106,29.490497,,,440488.879943675,3262487.425924958,061211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,3.8,74.74219
B0FFHKF1QB,宏亿电脑(广厦城一期2号院店),龙江路广厦城2号附13号,18523505495,106.530251,29.493242,,,440892.28743214667,3262789.4673696766,060306|071200,购物服务;家电电子卖场;数码电子|生活服务;维修站点;维修站点,重庆市,重庆市,九龙坡区,,3.3,132.36418
B0I64DVVWG,北方门窗配件(金源利·青国青城店),锦龙路289号附4号(金利源青国青城店),15823805710,106.524987,29.489455,,,440379.794589744,3262372.5420500664,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,4.1,64.70827
B0J0JZDY7P,仓象仓(花园店),九龙美食街3号,[],106.527167,29.492224,,,440592.7403436109,3262678.240412279,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0,111.51558
B0FFG1LGRM,喜士多副食(金源利·青国青城店),锦龙路289号3幢附3号,13368192227,106.525162,29.490178,,,440397.1823798062,3262452.5628875624,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8,65.362595
B0M6YDRCW3,立邦刷新服务(广厦城店),广厦城一期2号院,[],106.530481,29.493851,,,440914.936331344,3262856.829517323,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,2.6,132.36418
B0FFIAH57D,百果园(广厦城店),龙江路10号附15号,023-68435426,106.530049,29.494137,,,440873.225994457,3262888.738560228,060704,购物服务;综合市场;果品市场,重庆市,重庆市,九龙坡区,,4.2,96.2891
B0FFLIGX2C,LABO23广厦城·山顶道店,滩子口九龙花园(福星水世界旁)山顶道店,13308352923,106.5248,29.492626,,,440363.52405944216,3262723.993817306,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.9,78.42813
B0FFHEDT3L,7点鲜生活超市(广夏城店),龙江路8号保利心语花园,18983253308,106.529165,29.49511,,,440788.1005546382,3262996.999266104,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0,106.637955
B0I2XU1NT1,条马批发部(保利心语店),龙江路95号附16号,[],106.52877,29.495417,,,440749.9899033703,3263031.2168195928,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.0,114.344505
B0J06RRHHK,HEYU·艺术商店,黄桷坪街道黄桷坪正街川美后街,[],106.540374,29.489321,,,441871.3395177132,3262349.910894453,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.5,94.053665
B0FFHGIBZW,骨头帮宠物生活馆,滩子口95号星河名居第一层门面8号,17784253011,106.52858,29.496138,,,440731.99207909056,3263111.202487757,061211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,3.9,87.949844
B001792M5X,新世纪超市(黄桷坪店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,023-89087051,106.541198,29.490777,,,441952.0484784265,3262510.8283623992,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.4,91.4695
B0H3OH0RKX,品物集,铁路二村122号(黄桷坪地铁站4号口步行320米),13594139439;18875082412,106.539589,29.492826,,,441797.2448916969,3262738.666789311,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.7,119.78406
B0H3XU1OFB,LAWSON罗森(电力高等专科学校店),黄桷坪街道邮电路搬运东村10-16号,023-68615676,106.541194,29.490023,,,441951.23086472537,3262427.2851190465,060200|050000,购物服务;便民商店/便利店;便民商店/便利店|餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,3.7,104.92674
B0HRSCQPME,立达五金,黄桷坪正街3号附7号,023-68500816,106.542524,29.490082,,,442080.19428126863,3262433.1598509806,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7,96.16791
B00179458V,鲁轩美术培训学校(黄桷坪总部校区),黄桷坪正街5号附10号(四川美术学院地铁站4号口旁),15826287260;15923147511,106.542999,29.48941,,,442125.8586811687,3262358.4641586933,141400|060000,科教文化服务;培训机构;培训机构|购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.5,92.80105
B0GDSRROF7,谊品生鲜(黄桷坪店),新建路1-1号(四川美术学院地铁站4号口步行170米),15983108889,106.542499,29.49081,,,442078.1849202074,3262513.836651547,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,4.0,98.06458
B0FFJRCP60,西渝皮艺馆,黄桷坪街4号附7号,13648323906,106.542791,29.489845,,,442105.9424229844,3262406.7667698567,061100|070000,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,九龙坡区,,3.8,82.07026
B0M677ZDDF,鲁轩画材(黄桷坪店),黄桷坪正街(四川美术学院地铁站4号口步行60米),19112038184,106.543031,29.489202,,,442128.8425576437,3262335.401292246,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.6,92.80105
B0FFGY6C3I,黄桷坪菜市场(龙隐花苑店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,023-68516497;15998920432,106.542513,29.490837,,,442079.5574250775,3262516.821356772,060705,购物服务;综合市场;蔬菜市场,重庆市,重庆市,九龙坡区,,4.0,98.06458
B0G127MQGM,易可购超市(志龙·观江岭店),杨九路管家林11号附13号,13658251496,106.534774,29.497521,,,441333.1984160938,3263261.3039807216,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.6,110.262375
B001786TSP,江苏炒货(黄桷坪店),黄桷坪街4号附3号(福星楼西北),13638320444,106.54282,29.489783,,,442108.7184303886,3262399.882578568,060704,购物服务;综合市场;果品市场,重庆市,重庆市,九龙坡区,,3.6,82.07026
B0JR7LHYJP,freefall艺术商店,黄桷坪街5号附8号(四川美术学院地铁站4号口旁),15608028239,106.543088,29.489322,,,442134.4363603456,3262348.669271253,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0,92.80105
B0GU71NVBW,LAWSON罗森(黄桷坪店),新建路3号(四川美术学院地铁站4号口旁),023-68675530,106.543182,29.489805,,,442143.823195955,3262402.1402286943,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.1,82.07026
B001792SH0,笔啸轩美术用品店(黄桷坪店),黄桷坪正街213号附6号,17783991297,106.543317,29.487887,,,442155.8205595569,3262189.5536327497,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.7,132.2433
B0JD6M17I4,菲林好玩(黄正街社区店),黄桷坪街9号附1号(四川美术学院地铁站4号口步行170米),17783850623,106.543683,29.488583,,,442191.6963592303,3262266.490433086,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.4,467.0754
B0FFIR423K,地弹簧拉手批发,龙江支路商住楼1号附1号(滩子口地铁站2A口步行380米),18202381141,106.526094,29.497286,,,440491.6851388805,3263239.673095214,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7,64.90596
B0HUD5KIKF,白雪美术用品批发部(福星楼店),黄桷坪街8号附2号(四川美术学院地铁站4号口步行100米),18375858383,106.543412,29.488699,,,442165.4912054103,3262279.4781717397,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.9,92.80105
B0G3LDHSND,中国移动5G营业厅,黄桷坪正街8号福星楼附6号,15923274688;15923274689,106.543422,29.48878,,,442166.50661941536,3262288.44821758,060305|070603,购物服务;家电电子卖场;手机销售|生活服务;电讯营业厅;中国移动营业厅,重庆市,重庆市,九龙坡区,,4.3,92.80105
B0FFF2IOE9,青竹画材(福星楼店),黄桷坪街8号附6号(四川美术学院地铁站4号口步行90米),13508339665;13658341888,106.543439,29.488873,,,442168.2074330832,3262298.744417222,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.7,92.80105
B0FFF03KHI,源来玻璃深加工,九龙八村1号附15号(滩子口地铁站2A口步行380米),13638377045,106.525589,29.497232,,,440442.7023925992,3263233.9481106014,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6,64.90596
B0FFLP79JZ,建勇门窗,黄桷坪街道滩子口正街17号,13452972779,106.52575,29.497371,,,440458.3899156112,3263249.267328559,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6,64.90596
B0LAV52CIO,玩子中古屋,黄桷坪街9号附2号(四川美术学院地铁站4号口步行170米),17783850623,106.543677,29.488609,,,442191.12947303685,3262269.374282029,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.0,467.0754
B0JG9L9I8Q,不名曰·蝴蝶手作DIY(黄正街社区店),黄桷坪正街9号1楼5号,17623201808,106.543692,29.488671,,,442192.6187860874,3262276.2365960283,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0,398.625
B0G1SS8Q95,富华不锈钢门窗,天祥苑(滩子口地铁站2A口步行370米),13983410148,106.526148,29.497675,,,440497.1469121797,3263282.7478386634,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.4,64.90596
B0FFGSU2OJ,成达电脑照相复印(滩子口店),滩子口71号附1号(滩子口地铁站2A口步行300米),[],106.526638,29.498066,,,440544.8722674231,3263325.821325533,060306|070000,购物服务;家电电子卖场;数码电子|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,九龙坡区,,4.1,67.78136
B0J2VH9ACP,优客家便利店(天祥苑店),黄桷坪街道滩子口72号天祥苑第1层门面9号,13271893562,106.526004,29.497808,,,440483.2663826703,3263297.5582839167,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6,64.90596
B0LDUUFM9Q,好又多超市滩子口店,滩子口71号附3号(滩子口地铁站2A口步行280米),[],106.52652,29.4982,,,440533.5125498349,3263340.7292273585,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.1,67.78136
B0H3JA1VMJ,军哥书屋(防空洞店),黄桷坪街道铁路五村(四川美术学院地铁站2号口步行110米),13508392488,106.545058,29.487913,,,442324.6108781457,3262191.570523831,061205,购物服务;专卖店;书店,重庆市,重庆市,九龙坡区,,4.7,318.29172
B0FFIR8I2V,齐恩超市(黄桷坪店),铁路四村12号附10号,18580030056,106.544059,29.490845,,,442229.4295853007,3262516.939361896,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.7,618.4558
B0HUHLMXT6,大宠九宠物俱乐部(田野小区店),黄桷坪街道滩子口103号1-5号,[],106.525011,29.498163,,,440387.2203360548,3263337.4016861017,061211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,4.1,62.393314
B0FFHCL3GF,果香源平价超市(天河名港店),滩子口49-70号天河名港,13350368417,106.526499,29.498893,,,440531.8818558705,3263417.5264349896,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.5,53.46935
B0L12UUPDY,凤梧超市(滩子口店),滩子口101号田野小区(滩子口地铁站2A口步行170米),[],106.525154,29.498894,,,440401.5096503066,3263418.3254291737,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.7,66.30481
B00170I3C1,正雅烟酒便利店,田野小区北门旁(滩子口地铁站2A口步行200米),18523838050;18723336956,106.524903,29.498914,,,440377.1915717998,3263420.670084642,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8,66.30481
B0GRVZT9A7,五洲书店,滩子口118号五洲世纪中心,023-68856868,106.523093,29.498654,,,440201.59291703167,3263392.7901695897,061205,购物服务;专卖店;书店,重庆市,重庆市,九龙坡区,,4.6,78.989784
B0K0KUD3XK,小天才电话手表(九龙坡区滩子口五洲书店一楼),西子路202号五洲书店一楼树根AI学习硬件,[],106.522833,29.497949,,,440175.976326226,3263314.8076867894,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.5,68.79749
B0K1B7SKUM,美国汉仕国际艺术涂料,南站货运大楼正对面,13696494422,106.545303,29.48402,,,442346.1577229762,3261760.094671417,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.3,67.942314
B0FFF2U63Z,奇美铝业(和信公寓店),滩子口182号(滩子口地铁站2A口步行320米),15223316433,106.52386,29.498991,,,440276.13726398745,3263429.736841783,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.8,71.62461
B0IAJL31SV,铝王铝业(和信公寓店),田野小区北门西80米(滩子口地铁站2A口步行290米),13883443120,106.523937,29.498984,,,440283.5968724922,3263428.9216985027,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7,71.62461
B0L66DKT9I,小米之家(九龙坡区五洲书店专卖店),杨家坪街道五洲书店,023-68603706,106.523093,29.498654,,,440201.59291703167,3263392.7901695897,060305,购物服务;家电电子卖场;手机销售,重庆市,重庆市,九龙坡区,,3.8,78.989784
B0L2OAVRQP,徐满仓超市,滩子口118号五洲书店LG层(滩子口地铁站2A口步行380米),[],106.523292,29.499034,,,440221.10549935146,3263434.793064442,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.3,90.25497
B0FFJ4EPJR,心悦便利店(晋愉·九龙湾店),铁路一村28号附27号(滩子口地铁站1号口步行480米),19112825251,106.530126,29.501903,,,440885.2003882878,3263749.195120357,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6,108.87988
B0FFKS9ZSN,芙蓉兴盛便利超市·奕格(西子路店),杨家坪新华7村202号附74号,18580128535,106.519731,29.49777,,,439875.18633635866,3263296.572842429,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9,94.16545
B0017948FD,月红生鲜连锁超市(九龙湾分店),晋愉·九龙湾东北门旁,15223220806,106.530131,29.502154,,,440885.8308233289,3263777.004135886,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.4,109.89739
B0FFKI4DS5,味谷客秀生活超市(新华春天店),杨家坪西子路新华春天A6栋,18083021608;19112769854,106.519284,29.498176,,,439832.0974645358,3263341.7899485617,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0,63.82581
B001797G38,彬华批发超市(福星·颐美华庭店),天兴路49号附11号,15723205879,106.523245,29.50164,,,440218.0804240526,3263723.569983263,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.1,100.41903
