geometry,Area_m2,Radius_m,Center_X,Center_Y,Area_mu,Entity,Layer,LyrFrzn,LyrOn,Color,Linetype,Elevation,LineWt,RefName,DocUpdate
"POLYGON Z ((438833.46529999946 3259870.9705999997 9, 438817.8588000003 3259839.3923 9, 438810.8589000007 3259842.9240999995 9, 438826.2694000006 3259874.3951999983 9, 438833.46529999946 3259870.9705999997 9))",277.7,9.4,438822.14,3259856.96,0.42,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439249.1727000006 3259868.9162999997 9, 439248.23820000066 3259859.8473000005 9, 439206.5934999994 3259864.2070999993 9, 439207.33360000025 3259873.3904999993 9, 439249.1727000006 3259868.9162999997 9))",384.64,11.07,439227.8,3259866.6,0.58,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440654.48700000066 3259882.321399999 9, 440654.67669999984 3259882.287699999 9, 440654.68229999975 3259882.3172999984 9, 440709.01669999934 3259872.635600001 9, 440706.9920999999 3259860.8234999995 9, 440652.46289999946 3259870.6201000004 9, 440654.48700000066 3259882.321399999 9))",661.64,14.51,440680.77,3259871.6,0.99,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438943.00269999995 3259886.667199999 9, 438924.4530999997 3259884.1727000014 9, 438923.61320000025 3259890.2786 9, 438942.0651000005 3259892.7747 9, 438943.00269999995 3259886.667199999 9))",115.2,6.06,438933.29,3259888.47,0.17,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440709.3970000001 3259887.0307999994 9, 440707.2761000011 3259875.4422999993 9, 440652.74760000093 3259885.3497999995 9, 440654.9663000009 3259896.9362000013 9, 440709.3970000001 3259887.0307999994 9))",652.77,14.41,440681.09,3259886.19,0.98,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((441455.47760000045 3259884.9580999995 9, 441434.4340999994 3259874.0578 9, 441430.5794000005 3259882.1084000003 9, 441451.5247999998 3259892.8994999994 9, 441455.47760000045 3259884.9580999995 9))",210.21,8.18,441443.0,3259883.5,0.32,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440652.4201999992 3259895.7714000004 9, 440648.73750000005 3259884.3267999995 9, 440632.4620000012 3259889.7684000004 9, 440636.3406999998 3259901.3196 9, 440652.4201999992 3259895.7714000004 9))",206.78,8.11,440642.47,3259892.79,0.31,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439097.78460000054 3259910.4188999995 9, 439097.21359999955 3259897.0223 9, 439090.4824999997 3259897.2408000017 9, 439091.3475000008 3259910.8543000007 9, 439097.78460000054 3259910.4188999995 9))",89.15,5.33,439094.2,3259903.84,0.13,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440632.62480000104 3259900.5120000006 9, 440630.5280000005 3259892.9117 9, 440622.4368999994 3259895.2993 9, 440624.82739999925 3259903.004100001 9, 440632.62480000104 3259900.5120000006 9))",66.27,4.59,440627.58,3259897.92,0.1,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439132.12839999946 3259909.9752 9, 439131.5738999995 3259899.2375000007 9, 439106.9913000002 3259900.2997999983 9, 439107.64470000094 3259911.2576 9, 439132.12839999946 3259909.9752 9))",266.84,9.22,439119.54,3259905.19,0.4,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440712.0263000006 3259901.9323999994 9, 440709.8145 3259891.453800001 9, 440658.8018999996 3259901.3975 9, 440660.819299999 3259911.9909000006 9, 440712.0263000006 3259901.9323999994 9))",559.64,13.35,440685.34,3259901.7,0.84,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440655.0550000008 3259911.559100001 9, 440653.23900000093 3259901.9584999997 9, 440613.05220000073 3259909.7908 9, 440614.86829999933 3259919.3913999996 9, 440655.0550000008 3259911.559100001 9))",400.04,11.28,440634.05,3259910.67,0.6,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438621.62609999924 3259926.2792999996 9, 438613.2085999996 3259920.9539 9, 438606.7403999988 3259931.1146000014 9, 438615.0602999994 3259936.4416000014 9, 438621.62609999924 3259926.2792999996 9))",119.75,6.17,438614.17,3259928.69,0.18,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440712.79770000005 3259916.4301999994 9, 440710.78050000046 3259905.836599999 9, 440659.76739999966 3259915.669399998 9, 440661.78529999946 3259926.3737000003 9, 440712.79770000005 3259916.4301999994 9))",563.18,13.39,440686.24,3259916.09,0.84,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440609.5812999995 3259917.176899999 9, 440607.7807000009 3259910.1243 9, 440559.6102999988 3259922.1157 9, 440561.41030000034 3259929.0575 9, 440609.5812999995 3259917.176899999 9))",358.55,10.68,440584.66,3259919.6,0.54,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440656.4926000009 3259923.1621000003 9, 440655.08260000055 3259916.1011000006 9, 440620.1631999996 3259922.935300001 9, 440621.573300001 3259929.9960999987 9, 440656.4926000009 3259923.1621000003 9))",256.2,9.03,440638.33,3259923.05,0.38,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440747.76189999987 3259933.4184999997 9, 440747.5035999996 3259923.0092999996 9, 440713.5234999994 3259923.3948999997 9, 440713.58659999934 3259933.8082000003 9, 440747.76189999987 3259933.4184999997 9))",354.85,10.63,440730.59,3259928.41,0.53,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((441475.8416000003 3259912.8246999998 9, 441477.7767999996 3259910.129100001 9, 441474.24950000027 3259907.6473999983 9, 441471.92669999914 3259910.7936000004 9, 441456.6437999996 3259900.446900001 9, 441451.61439999973 3259907.8548000017 9, 441480.6278000005 3259930.0178999985 9, 441486.04380000115 3259922.049599999 9, 441475.8416000003 3259912.8246999998 9))",375.18,10.93,441469.44,3259914.88,0.56,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((441238.90390000044 3259929.0580000007 9, 441235.6375000004 3259921.4782999996 9, 441219.5728000008 3259928.1138999993 9, 441222.7424000008 3259935.8061 9, 441238.90390000044 3259929.0580000007 9))",144.57,6.78,441229.21,3259928.62,0.22,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438583.047 3259946.024700001 9, 438550.51029999956 3259933.8904000004 9, 438547.4410999997 3259941.902899999 9, 438579.97900000087 3259954.2596999994 9, 438583.047 3259946.024700001 9))",301.9,9.8,438565.31,3259944.05,0.45,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440701.9751999993 3259951.448500001 9, 440705.9193999992 3259941.615199999 9, 440701.1237000006 3259939.8331000013 9, 440700.1600000006 3259941.958599999 9, 440682.0509000012 3259934.807900001 9, 440679.07039999904 3259942.5157999992 9, 440701.9751999993 3259951.448500001 9))",214.62,8.27,440692.64,3259943.07,0.32,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438581.2095999995 3259963.994400001 9, 438585.15289999946 3259955.4165000007 9, 438582.5132999992 3259954.2293999996 9, 438580.97449999995 3259957.5714999996 9, 438572.3724999992 3259953.7963999994 9, 438569.96750000026 3259958.921199999 9, 438581.2095999995 3259963.994400001 9))",81.08,5.08,438577.63,3259958.56,0.12,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439058.6932999999 3259963.1119 9, 439058.3738000008 3259943.0637000008 9, 439048.03290000086 3259943.2261999995 9, 439048.54740000056 3259963.2712999997 9, 439058.6932999999 3259963.1119 9))",205.41,8.09,439053.41,3259953.14,0.31,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((441485.7417999996 3259953.0771 9, 441485.29590000096 3259943.7789999982 9, 441473.20019999996 3259944.2288 9, 441473.4504000001 3259953.4198 9, 441485.7417999996 3259953.0771 9))",112.86,5.99,441479.43,3259948.64,0.17,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440890.8057000001 3259948.6945999986 9, 440876.8277000011 3259946.1060999995 9, 440875.312400001 3259953.8934000013 9, 440889.48639999935 3259956.5884999996 9, 440890.8057000001 3259948.6945999986 9))",114.11,6.03,440883.12,3259951.33,0.17,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439035.7926000003 3259967.459100001 9, 439035.11789999984 3259953.0668 9, 439024.09640000114 3259953.5705 9, 439024.3369999996 3259960.8789999997 9, 439029.6034 3259960.5755999996 9, 439029.93940000026 3259967.5502 9, 439035.7926000003 3259967.459100001 9))",121.91,6.23,439030.75,3259959.34,0.18,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439917.223 3259943.5368000017 9, 439892.6840999997 3259939.047200001 9, 439888.89670000016 3259958.4016999984 9, 439913.33910000115 3259963.1151999994 9, 439917.223 3259943.5368000017 9))",494.4,12.54,439903.06,3259951.03,0.74,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440561.4685000006 3259970.8256 9, 440563.3858000006 3259964.9126999984 9, 440573.95380000095 3259968.3446000004 9, 440577.5984999997 3259957.409299999 9, 440568.40089999896 3259954.5024000006 9, 440569.2635999996 3259951.8250999986 9, 440551.16130000073 3259946.0051 9, 440545.8909999995 3259962.6252999986 9, 440549.3159999999 3259963.7713 9, 440548.45399999956 3259966.5593999987 9, 440561.4685000006 3259970.8256 9))",477.18,12.32,440560.46,3259958.95,0.72,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439038.3646999993 3259973.1800999995 9, 439023.285199999 3259964.3297999995 9, 439019.81109999947 3259970.477 9, 439034.7916000001 3259979.107799999 9, 439038.3646999993 3259973.1800999995 9))",121.54,6.22,439029.04,3259971.75,0.18,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((441505.8836000009 3259960.343299999 9, 441497.4849000006 3259926.376900001 9, 441483.6507 3259929.7393999984 9, 441491.5929999999 3259968.920999999 9, 441500.1663999999 3259966.8764999984 9, 441499.0640999996 3259962.0223999997 9, 441505.8836000009 3259960.343299999 9))",567.78,13.44,441494.54,3259946.95,0.85,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440855.7232999996 3259976.1297999993 9, 440857.36699999904 3259973.4364 9, 440860.80009999964 3259976.0234999987 9, 440862.4357000012 3259972.0007000007 9, 440868.1795999997 3259969.2212999994 9, 440868.17628981045 3259969.1481173537 9, 440867.9542999993 3259964.2403000006 9, 440875.463 3259962.6429999983 9, 440878.0653999988 3259957.0489 9, 440870.71190000046 3259951.9954000013 9, 440863.55570000096 3259963.4461000003 9, 440859.53620000044 3259960.7603999996 9, 440855.8604000006 3259966.4879 9, 440852.9181000008 3259964.3336999984 9, 440848.56699999917 3259971.404899999 9, 440855.7232999996 3259976.1297999993 9))",265.84,9.2,440863.39,3259965.14,0.4,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440888.17529999977 3259965.8117999993 9, 440877.62009999936 3259964.1489999997 9, 440875.92840000056 3259975.042099999 9, 440886.48220000044 3259976.4834000003 9, 440888.17529999977 3259965.8117999993 9))",116.43,6.09,440882.03,3259970.37,0.17,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438562.00739999977 3259979.8433999997 9, 438559.67000000086 3259964.582199999 9, 438480.9900000002 3259976.780600001 9, 438483.3284999989 3259992.265000001 9, 438562.00739999977 3259979.8433999997 9))",1238.3,19.85,438521.41,3259978.38,1.86,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440866.68179999944 3259979.888900001 9, 440876.7381999999 3259963.6134 9, 440873.03500000015 3259964.7988000005 9, 440872.37970000063 3259969.4658999997 9, 440865.0736999989 3259972.2778000003 9, 440865.064242878 3259972.4776390167 9, 440864.9005000007 3259975.9377000006 9, 440861.67340000067 3259975.1188000003 9, 440866.68179999944 3259979.888900001 9))",53.61,4.13,440868.86,3259972.8,0.08,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439910.3495 3259969.2694 9, 439903.2079999993 3259967.1978999986 9, 439898.3307999987 3259984.026299999 9, 439898.3608 3259984.0349 9, 439898.3314000002 3259984.136999999 9, 439905.5697999997 3259986.0958999996 9, 439910.3495 3259969.2694 9))",131.39,6.47,439904.35,3259976.69,0.2,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439017.21439999924 3259976.499900001 9, 439021.27759999887 3259923.8114000005 9, 439018.83540000074 3259923.2952999985 9, 439015.0818999988 3259947.2841000003 9, 439011.5673000007 3259946.8951 9, 439011.1833999999 3259963.630399999 9, 439008.93909999996 3259963.5541999987 9, 439008.3134 3259988.4916999987 9, 439018.0313 3259998.0914000003 9, 439030.42230000056 3259982.499500001 9, 439017.21439999924 3259976.499900001 9))",612.23,13.96,439016.35,3259969.96,0.92,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439400.97909999953 3260000.5399999996 9, 439400.8990000003 3259987.5787000004 9, 439392.309500001 3259987.6218 9, 439392.31010000024 3259987.7326000007 9, 439392.3901999995 3260000.6939 9, 439400.97909999953 3260000.5399999996 9))",111.81,5.97,439396.64,3259994.11,0.17,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438526.98190000013 3260005.9536000006 9, 438524.23610000015 3259987.705000001 9, 438489.0839999989 3259993.0874000005 9, 438492.0258000004 3260011.5561 9, 438526.98190000013 3260005.9536000006 9))",659.17,14.49,438508.04,3259999.57,0.99,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439484.8954000006 3259979.1826000013 9, 439468.68879999913 3259978.9261999996 9, 439468.3871000006 3260009.1780999997 9, 439484.6906000008 3260009.3219000003 9, 439484.8954000006 3259979.1826000013 9))",490.88,12.5,439476.66,3259994.17,0.74,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438786.4685999997 3260013.6547999997 9, 438764.40710000135 3260010.0768999998 9, 438763.18080000085 3260016.740800001 9, 438769.8189999993 3260017.869799999 9, 438768.9725000012 3260022.8668000004 9, 438784.59209999896 3260025.5349000003 9, 438786.4685999997 3260013.6547999997 9))",234.19,8.63,438775.69,3260017.47,0.35,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438756.12960000033 3260027.5822 9, 438755.82640000025 3260010.1924 9, 438743.54060000053 3260010.3566999994 9, 438743.8438999994 3260027.7466 9, 438756.12960000033 3260027.5822 9))",213.7,8.25,438749.84,3260018.97,0.32,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438994.5289 3259983.8283 9, 438985.4282000003 3259995.0461999997 9, 439017.14369999967 3260028.018699999 9, 439031.68020000047 3260012.282700001 9, 439002.93300000037 3259986.1369999996 9, 438994.5289 3259983.8283 9))",903.73,16.96,439008.45,3260004.77,1.36,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438821.4417999996 3260023.2535 9, 438821.0008000005 3260015.0612 9, 438814.56599999906 3260015.372400001 9, 438814.1255999992 3260007.2907999987 9, 438794.3340999996 3260008.2291000006 9, 438794.7978999999 3260020.0770999994 9, 438789.82610000105 3260020.3670000015 9, 438790.2822999995 3260030.9965000013 9, 438801.49500000116 3260030.6207999997 9, 438801.2580000006 3260023.8658999996 9, 438821.4417999996 3260023.2535 9))",467.32,12.2,438804.18,3260018.33,0.7,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439201.39820000017 3260018.073000001 9, 439193.7311000011 3260009.116000001 9, 439177.7134999987 3260022.6772000003 9, 439185.18599999894 3260031.7490000003 9, 439201.39820000017 3260018.073000001 9))",248.36,8.89,439189.52,3260020.41,0.37,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438624.35619999934 3260035.7049000007 9, 438611.25149999914 3260029.1076 9, 438606.2467999992 3260039.4718999984 9, 438619.3507000004 3260045.9591000006 9, 438624.35619999934 3260035.7049000007 9))",167.84,7.31,438615.29,3260037.55,0.25,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439698.8362999987 3260031.7457999997 9, 439679.28680000035 3260028.2472 9, 439677.97250000015 3260036.8036999996 9, 439697.3266000007 3260040.3062 9, 439698.8362999987 3260031.7457999997 9))",171.42,7.39,439688.36,3260034.27,0.26,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438506.4645000002 3260044.9628999988 9, 438504.4356999992 3260032.2451000004 9, 438475.4211999987 3260036.9998 9, 438477.3524000007 3260049.7191 9, 438506.4645000002 3260044.9628999988 9))",379.06,10.98,438490.92,3260040.98,0.57,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438793.1935000004 3260044.3620999986 9, 438790.6429999996 3260041.9596999986 9, 438783.76170000015 3260048.812 9, 438786.2145999997 3260051.2158000004 9, 438793.1935000004 3260044.3620999986 9))",33.8,3.28,438788.47,3260046.58,0.05,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439658.42029999953 3260048.7035 9, 439658.1604000012 3260038.1832000003 9, 439648.88870000065 3260038.804700001 9, 439649.14659999916 3260048.9926999994 9, 439658.42029999953 3260048.7035 9))",96.13,5.53,439653.68,3260043.67,0.14,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438760.2088000005 3260040.600500001 9, 438749.674599999 3260040.1878999984 9, 438748.9004999995 3260056.816600001 9, 438759.43450000125 3260057.2293000002 9, 438760.2088000005 3260040.600500001 9))",175.49,7.47,438754.55,3260048.71,0.26,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438829.62230000086 3260052.719900001 9, 438819.3914999992 3260038.5711000008 9, 438813.0823999993 3260043.4228000003 9, 438823.5067999988 3260057.3479000004 9, 438829.62230000086 3260052.719900001 9))",136.15,6.58,438821.37,3260047.97,0.2,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((442205.3762000009 3260034.5649999995 9, 442198.6550000012 3260018.2639999995 9, 442186.60349999985 3260023.2005000003 9, 442193.3255000008 3260039.6116000004 9, 442205.3762000009 3260034.5649999995 9))",230.66,8.57,442195.99,3260028.92,0.35,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440384.17330000014 3260044.6107000005 9, 440377.45899999986 3260032.5654999996 9, 440365.9746000009 3260039.1240000003 9, 440372.8842000003 3260051.1648999993 9, 440384.17330000014 3260044.6107000005 9))",181.79,7.61,440375.11,3260041.86,0.27,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439172.452799999 3260024.0938000013 9, 439158.41710000014 3260010.919399998 9, 439149.70299999905 3260021.919999999 9, 439158.8319 3260030.6333999997 9, 439153.79729999974 3260037.0311999996 9, 439168.8167999997 3260051.519300001 9, 439165.3301999987 3260055.786900001 9, 439178.67949999915 3260068.4180999985 9, 439189.8176000005 3260054.8272999995 9, 439177.84170000046 3260043.393100002 9, 439181.13449999946 3260039.3501 9, 439169.35309999954 3260027.8011000017 9, 439172.452799999 3260024.0938000013 9))",907.01,16.99,439169.23,3260040.1,1.36,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440362.6565000004 3260055.5917000007 9, 440359.30000000005 3260049.679899999 9, 440355.99069999997 3260051.5226000007 9, 440354.60940000135 3260049.2251999998 9, 440350.03470000054 3260051.7595 9, 440347.7637999996 3260047.7080999995 9, 440342.7028999991 3260050.5851 9, 440347.8627999992 3260063.9926999994 9, 440362.6565000004 3260055.5917000007 9))",173.79,7.44,440351.86,3260055.2,0.26,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((439856.9144999996 3260061.8612 9, 439854.7366000011 3260057.0299000004 9, 439844.60319999873 3260060.6675 9, 439829.04609999945 3260039.706000001 9, 439838.8681999993 3260033.0839 9, 439836.5025000004 3260029.474899999 9, 439821.82089999947 3260039.8499999996 9, 439841.81029999943 3260067.0386 9, 439856.9144999996 3260061.8612 9))",309.8,9.93,439837.11,3260050.84,0.46,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438567.28820000053 3260060.656600001 9, 438564.5556000001 3260044.5138 9, 438557.5438000005 3260045.5933999997 9, 438556.32999999926 3260038.5172000006 9, 438488.95379999955 3260050.2553000012 9, 438489.8689000008 3260056.3385000015 9, 438484.805399999 3260057.0595 9, 438487.8375999995 3260074.419500001 9, 438567.28820000053 3260060.656600001 9))",1825.73,24.11,438525.26,3260056.32,2.74,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((441997.5284999997 3260051.7536999984 9, 441964.76109999884 3260048.9502999997 9, 441963.7316999999 3260056.1681 9, 441996.4023000008 3260059.0835999986 9, 441997.5284999997 3260051.7536999984 9))",241.08,8.76,441980.65,3260053.99,0.36,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((441918.3213000004 3260042.3882999998 9, 441921.44699999935 3260059.8422000003 9, 441930.30730000034 3260058.0363000007 9, 441929.9998 3260055.493100001 9, 441918.3213000004 3260042.3882999998 9))",92.98,5.44,441923.75,3260053.22,0.14,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438555.96970000083 3260074.5275000003 9, 438555.0544999986 3260068.4450000003 9, 438519.22159999877 3260074.398499999 9, 438520.3323999987 3260080.5900000003 9, 438555.96970000083 3260074.5275000003 9))",225.39,8.47,438537.58,3260074.5,0.34,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438781.5590999995 3260070.9999 9, 438776.82899999886 3260063.087500001 9, 438757.1084000008 3260075.2084 9, 438761.8384000004 3260083.1216999996 9, 438781.5590999995 3260070.9999 9))",213.38,8.24,438769.33,3260073.1,0.32,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((442023.01529999916 3260059.8851000005 9, 441997.9589999994 3260058.6159 9, 441997.42739999935 3260067.5982000013 9, 442022.48439999943 3260068.9780999995 9, 442023.01529999916 3260059.8851000005 9))",227.16,8.5,442010.25,3260063.77,0.34,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438758.9962999987 3260080.833300001 9, 438754.26980000036 3260073.4738999996 9, 438740.4770999993 3260082.1887999997 9, 438745.10589999985 3260089.5500999996 9, 438758.9962999987 3260080.833300001 9))",142.65,6.74,438749.72,3260081.51,0.21,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((442213.68070000026 3260071.5612999997 9, 442210.11830000026 3260062.1948999995 9, 442200.3971999997 3260065.7675000005 9, 442203.7661999994 3260075.3581000012 9, 442213.68070000026 3260071.5612999997 9))",105.83,5.8,442206.99,3260068.74,0.16,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((442174.6679000008 3260080.761000001 9, 442174.3447999994 3260075.5585999982 9, 442165.77499999944 3260076.2368 9, 442165.3644000011 3260072.6976000005 9, 442160.1061000008 3260073.2172 9, 442161.0354000004 3260082.066799999 9, 442174.6679000008 3260080.761000001 9))",92.14,5.42,442166.64,3260077.94,0.14,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((442240.0641999989 3260068.753200001 9, 442240.1270000003 3260079.388100001 9, 442235.7437 3260079.4493 9, 442235.8743999999 3260068.590199999 9, 442218.241499999 3260068.5056 9, 442218.2827 3260075.4847000004 9, 442222.2764999996 3260075.428400001 9, 442222.1209 3260082.0779000004 9, 442257.8741000001 3260082.4653999987 9, 442257.9871000004 3260068.615299999 9, 442240.0641999989 3260068.753200001 9))",468.57,12.21,442239.17,3260075.38,0.7,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440348.2290000004 3260092.1266 9, 440348.57580000075 3260100.9828000003 9, 440364.3916999985 3260100.0941000003 9, 440363.75200000004 3260091.244100001 9, 440348.2290000004 3260092.1266 9))",139.16,6.66,440356.24,3260096.13,0.21,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440340.6667999992 3260101.2608000003 9, 440340.3200000011 3260092.404700001 9, 440333.7788000002 3260092.7645999994 9, 440334.2231999996 3260101.618699999 9, 440340.6667999992 3260101.2608000003 9))",57.63,4.28,440337.25,3260097.0,0.09,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440318.4099999996 3260102.949999999 9, 440318.06720000104 3260094.7584999995 9, 440310.3541999989 3260095.1429999997 9, 440310.8922 3260103.3304000003 9, 440318.4099999996 3260102.949999999 9))",62.53,4.46,440314.43,3260099.03,0.09,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440295.4687999992 3260104.5421999996 9, 440294.83180000074 3260096.1352999983 9, 440287.9983000009 3260096.611900001 9, 440288.63399999985 3260104.797200001 9, 440295.4687999992 3260104.5421999996 9))",56.93,4.26,440291.75,3260100.52,0.09,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438733.3221000006 3260107.6544000003 9, 438726.4033000012 3260092.678500001 9, 438717.6531000007 3260096.7819000008 9, 438720.61999999953 3260103.5011999994 9, 438704.966199999 3260110.685299999 9, 438708.6251999992 3260118.946900001 9, 438733.3221000006 3260107.6544000003 9))",317.04,10.05,438720.12,3260106.67,0.48,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((438599.8518999992 3260108.349 9, 438597.6246999996 3260095.081399999 9, 438515.2463 3260109.0095 9, 438517.3745000001 3260122.0583000006 9, 438599.8518999992 3260108.349 9))",1114.7,18.84,438557.64,3260108.61,1.67,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440393.0589000004 3260108.6828000005 9, 440392.4334000002 3260102.1592000006 9, 440372.5208000001 3260103.910599999 9, 440375.0158999995 3260112.7211999996 9, 440393.0589000004 3260108.6828000005 9))",150.02,6.91,440382.73,3260106.9,0.23,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
"POLYGON Z ((440366.71300000045 3260112.4538000003 9, 440366.3689000001 3260104.0408000005 9, 440336.00650000037 3260105.7910999996 9, 440336.3492000002 3260113.9826000007 9, 440366.71300000045 3260112.4538000003 9))",252.65,8.97,440351.43,3260109.06,0.38,LWPolyline,重庆市,0,1,215,Continuous,9.0,25,,2019-12-31
